resolution_time,name,configuration,mention_time
35,react-starter-kit,Gitter-issues,
110,react-starter-kit,Gitter-issues,
4470,react-starter-kit,Gitter-issues,
0,react-starter-kit,Gitter-issues,
155,react-starter-kit,Gitter-issues,
3,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
182,react-starter-kit,Gitter-issues,
182,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
142,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
2012,react-starter-kit,Gitter-issues,
111,react-starter-kit,Gitter-issues,
111,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
111,react-starter-kit,Gitter-issues,
27,react-starter-kit,Gitter-issues,
111,react-starter-kit,Gitter-issues,
536,react-starter-kit,Gitter-issues,
2,react-starter-kit,Gitter-issues,
0,react-starter-kit,Gitter-issues,
15,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
0,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
4157,react-starter-kit,Gitter-issues,
5790,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
2012,react-starter-kit,Gitter-issues,
543,react-starter-kit,Gitter-issues,
543,react-starter-kit,Gitter-issues,
543,react-starter-kit,Gitter-issues,
1,react-starter-kit,Gitter-issues,
0,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
21174,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
2012,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
7182,react-starter-kit,Gitter-issues,
116,react-starter-kit,Gitter-issues,
781,react-starter-kit,Gitter-issues,
7,react-starter-kit,Gitter-issues,
1926,react-starter-kit,Gitter-issues,
1926,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
22,react-starter-kit,Gitter-issues,
22,react-starter-kit,Gitter-issues,
196,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
263,react-starter-kit,Gitter-issues,
2093,react-starter-kit,Gitter-issues,
4,react-starter-kit,Gitter-issues,
15,react-starter-kit,Gitter-issues,
2261,react-starter-kit,Gitter-issues,
233,react-starter-kit,Gitter-issues,
321,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
41,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
21174,react-starter-kit,Gitter-issues,
11674,react-starter-kit,Gitter-issues,
142,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
20,react-starter-kit,Gitter-issues,
46,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
365,react-starter-kit,Gitter-issues,
100,react-starter-kit,Gitter-issues,
1150,react-starter-kit,Gitter-issues,
22,react-starter-kit,Gitter-issues,
142,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
512,react-starter-kit,Gitter-issues,
512,react-starter-kit,Gitter-issues,
156,react-starter-kit,Gitter-issues,
86,react-starter-kit,Gitter-issues,
50,react-starter-kit,Gitter-issues,
8150,react-starter-kit,Gitter-issues,
94,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
5412,react-starter-kit,Gitter-issues,
27,react-starter-kit,Gitter-issues,
784,scala,Gitter-issues,
142,scala,Gitter-issues,
142,scala,Gitter-issues,
292,scala,Gitter-issues,
91,scala,Gitter-issues,
2,scala,Gitter-issues,
1130,scala,Gitter-issues,
240,scala,Gitter-issues,
31,scala,Gitter-issues,
60,scala,Gitter-issues,
4829,scala,Gitter-issues,
3089,scala,Gitter-issues,
44,scala,Gitter-issues,
311,scala,Gitter-issues,
225,scala,Gitter-issues,
224,scala,Gitter-issues,
36,scala,Gitter-issues,
46,scala,Gitter-issues,
1363,scala,Gitter-issues,
458,scala,Gitter-issues,
458,scala,Gitter-issues,
458,scala,Gitter-issues,
107,scala,Gitter-issues,
8,scala,Gitter-issues,
4,scala,Gitter-issues,
3,scala,Gitter-issues,
940,scala,Gitter-issues,
332,scala,Gitter-issues,
332,scala,Gitter-issues,
336,scala,Gitter-issues,
20439,scala,Gitter-issues,
113,scala,Gitter-issues,
91,scala,Gitter-issues,
2,scala,Gitter-issues,
2176,scala,Gitter-issues,
1509,scala,Gitter-issues,
394,scala,Gitter-issues,
392,scala,Gitter-issues,
326,scala,Gitter-issues,
109,scala,Gitter-issues,
332,scala,Gitter-issues,
341,scala,Gitter-issues,
503,scala,Gitter-issues,
4503,scala,Gitter-issues,
2720,scala,Gitter-issues,
23,scala,Gitter-issues,
405,scala,Gitter-issues,
606,scala,Gitter-issues,
1827,scala,Gitter-issues,
16,scala,Gitter-issues,
103,scala,Gitter-issues,
1827,scala,Gitter-issues,
1271,scala,Gitter-issues,
3521,scala,Gitter-issues,
152,scala,Gitter-issues,
603,scala,Gitter-issues,
1271,scala,Gitter-issues,
4433,scala,Gitter-issues,
2512,scala,Gitter-issues,
1520,scala,Gitter-issues,
1520,scala,Gitter-issues,
3320,scala,Gitter-issues,
405,scala,Gitter-issues,
405,scala,Gitter-issues,
43,scala,Gitter-issues,
20,scala,Gitter-issues,
20,scala,Gitter-issues,
1409,scala,Gitter-issues,
280,scala,Gitter-issues,
21,scala,Gitter-issues,
81,scala,Gitter-issues,
359,scala,Gitter-issues,
1698,scala,Gitter-issues,
2139,scala,Gitter-issues,
24,scala,Gitter-issues,
824,scala,Gitter-issues,
628,scala,Gitter-issues,
1069,scala,Gitter-issues,
17055,scala,Gitter-issues,
1461,scala,Gitter-issues,
13062,scala,Gitter-issues,
581,scala,Gitter-issues,
581,scala,Gitter-issues,
185,scala,Gitter-issues,
185,scala,Gitter-issues,
2414,scala,Gitter-issues,
22,scala,Gitter-issues,
185,scala,Gitter-issues,
11249,scala,Gitter-issues,
4,scala,Gitter-issues,
2336,scala,Gitter-issues,
301,scala,Gitter-issues,
301,scala,Gitter-issues,
9003,scala,Gitter-issues,
185,scala,Gitter-issues,
17327,scala,Gitter-issues,
257,scala,Gitter-issues,
257,scala,Gitter-issues,
16194,scala,Gitter-issues,
1850,scala,Gitter-issues,
424,scala,Gitter-issues,
16,scala,Gitter-issues,
10291,scala,Gitter-issues,
13062,scala,Gitter-issues,
2941,scala,Gitter-issues,
16194,scala,Gitter-issues,
1810,scala,Gitter-issues,
5799,scala,Gitter-issues,
3667,scala,Gitter-issues,
3667,scala,Gitter-issues,
5799,scala,Gitter-issues,
11249,scala,Gitter-issues,
1850,scala,Gitter-issues,
1195,scala,Gitter-issues,
22,scala,Gitter-issues,
3,scala,Gitter-issues,
1201,scala,Gitter-issues,
110,scala,Gitter-issues,
5799,scala,Gitter-issues,
978,scala,Gitter-issues,
351,scala,Gitter-issues,
924,scala,Gitter-issues,
756,scala,Gitter-issues,
81,scala,Gitter-issues,
346,scala,Gitter-issues,
2791,scala,Gitter-issues,
2791,scala,Gitter-issues,
486,scala,Gitter-issues,
12496,scala,Gitter-issues,
11070,scala,Gitter-issues,
893,scala,Gitter-issues,
2025,scala,Gitter-issues,
3705,scala,Gitter-issues,
3705,scala,Gitter-issues,
3705,scala,Gitter-issues,
330,scala,Gitter-issues,
4,scala,Gitter-issues,
97,scala,Gitter-issues,
199,scala,Gitter-issues,
175,scala,Gitter-issues,
575,scala,Gitter-issues,
3216,scala,Gitter-issues,
65,scala,Gitter-issues,
17327,scala,Gitter-issues,
15704,scala,Gitter-issues,
17327,scala,Gitter-issues,
999,scala,Gitter-issues,
999,scala,Gitter-issues,
78,scala,Gitter-issues,
40,scala,Gitter-issues,
2373,scala,Gitter-issues,
2439,scala,Gitter-issues,
1369,scala,Gitter-issues,
19,scala,Gitter-issues,
73,scala,Gitter-issues,
1369,scala,Gitter-issues,
1017,scala,Gitter-issues,
9,scala,Gitter-issues,
1421,scala,Gitter-issues,
13062,scala,Gitter-issues,
401,scala,Gitter-issues,
2415,scala,Gitter-issues,
593,scala,Gitter-issues,
12496,scala,Gitter-issues,
331,scala,Gitter-issues,
1496,scala,Gitter-issues,
40,scala,Gitter-issues,
1253,scala,Gitter-issues,
3288,scala,Gitter-issues,
12496,scala,Gitter-issues,
581,scala,Gitter-issues,
3233,scala,Gitter-issues,
69,scala,Gitter-issues,
331,scala,Gitter-issues,
593,scala,Gitter-issues,
172,scala,Gitter-issues,
3830,scala,Gitter-issues,
672,scala,Gitter-issues,
62,scala,Gitter-issues,
1130,scala,Gitter-issues,
492,scala,Gitter-issues,
1027,scala,Gitter-issues,
2025,scala,Gitter-issues,
4266,scala,Gitter-issues,
37,scala,Gitter-issues,
213,scala,Gitter-issues,
3301,scala,Gitter-issues,
999,scala,Gitter-issues,
836,scala,Gitter-issues,
999,scala,Gitter-issues,
NA,scala,Gitter-issues,
705,scala,Gitter-issues,
1572,scala,Gitter-issues,
NA,scala,Gitter-issues,
528,scala,Gitter-issues,
316,scala,Gitter-issues,
2415,scala,Gitter-issues,
522,scala,Gitter-issues,
999,scala,Gitter-issues,
707,scala,Gitter-issues,
747,scala,Gitter-issues,
81,scala,Gitter-issues,
358,scala,Gitter-issues,
NA,scala,Gitter-issues,
1,scala,Gitter-issues,
4807,scala,Gitter-issues,
169,scala,Gitter-issues,
81,scala,Gitter-issues,
38,scala,Gitter-issues,
5066,scala,Gitter-issues,
3667,scala,Gitter-issues,
2774,scala,Gitter-issues,
NA,scala,Gitter-issues,
925,shuup,Gitter-issues,
17385,shuup,Gitter-issues,
1251,shuup,Gitter-issues,
18480,shuup,Gitter-issues,
27,shuup,Gitter-issues,
2038,shuup,Gitter-issues,
NA,shuup,Gitter-issues,
7,shuup,Gitter-issues,
17,shuup,Gitter-issues,
24,shuup,Gitter-issues,
6,shuup,Gitter-issues,
700,shuup,Gitter-issues,
1,shuup,Gitter-issues,
842,shuup,Gitter-issues,
NA,shuup,Gitter-issues,
794,shuup,Gitter-issues,
30,shuup,Gitter-issues,
NA,shuup,Gitter-issues,
2739,shuup,Gitter-issues,
NA,shuup,Gitter-issues,
794,shuup,Gitter-issues,
NA,shuup,Gitter-issues,
8050,TypeScript,Gitter-issues,
1009,TypeScript,Gitter-issues,
360,TypeScript,Gitter-issues,
17066,TypeScript,Gitter-issues,
47,TypeScript,Gitter-issues,
5161,TypeScript,Gitter-issues,
9652,TypeScript,Gitter-issues,
89,TypeScript,Gitter-issues,
2197,TypeScript,Gitter-issues,
6193,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
1325,TypeScript,Gitter-issues,
114,TypeScript,Gitter-issues,
121,TypeScript,Gitter-issues,
105,TypeScript,Gitter-issues,
4836,TypeScript,Gitter-issues,
653,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
17163,TypeScript,Gitter-issues,
4846,TypeScript,Gitter-issues,
4846,TypeScript,Gitter-issues,
4661,TypeScript,Gitter-issues,
201,TypeScript,Gitter-issues,
121,TypeScript,Gitter-issues,
9519,TypeScript,Gitter-issues,
6,TypeScript,Gitter-issues,
14879,TypeScript,Gitter-issues,
2547,TypeScript,Gitter-issues,
147,TypeScript,Gitter-issues,
8403,TypeScript,Gitter-issues,
122,TypeScript,Gitter-issues,
6749,TypeScript,Gitter-issues,
8669,TypeScript,Gitter-issues,
4836,TypeScript,Gitter-issues,
4836,TypeScript,Gitter-issues,
282,TypeScript,Gitter-issues,
10,TypeScript,Gitter-issues,
41,TypeScript,Gitter-issues,
1266,TypeScript,Gitter-issues,
213,TypeScript,Gitter-issues,
1301,TypeScript,Gitter-issues,
2,TypeScript,Gitter-issues,
20823,TypeScript,Gitter-issues,
99,TypeScript,Gitter-issues,
790,TypeScript,Gitter-issues,
1686,TypeScript,Gitter-issues,
170,TypeScript,Gitter-issues,
170,TypeScript,Gitter-issues,
184,TypeScript,Gitter-issues,
375,TypeScript,Gitter-issues,
46,TypeScript,Gitter-issues,
21337,TypeScript,Gitter-issues,
2,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
28,TypeScript,Gitter-issues,
1296,TypeScript,Gitter-issues,
34,TypeScript,Gitter-issues,
6969,TypeScript,Gitter-issues,
2794,TypeScript,Gitter-issues,
106,TypeScript,Gitter-issues,
2504,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
99,TypeScript,Gitter-issues,
0,TypeScript,Gitter-issues,
909,TypeScript,Gitter-issues,
772,TypeScript,Gitter-issues,
8403,TypeScript,Gitter-issues,
73,TypeScript,Gitter-issues,
11953,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
551,TypeScript,Gitter-issues,
1296,TypeScript,Gitter-issues,
5032,TypeScript,Gitter-issues,
772,TypeScript,Gitter-issues,
4960,TypeScript,Gitter-issues,
2885,TypeScript,Gitter-issues,
13941,TypeScript,Gitter-issues,
7881,TypeScript,Gitter-issues,
7881,TypeScript,Gitter-issues,
397,TypeScript,Gitter-issues,
92,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
1296,TypeScript,Gitter-issues,
575,TypeScript,Gitter-issues,
2,TypeScript,Gitter-issues,
7836,TypeScript,Gitter-issues,
35932,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
7227,TypeScript,Gitter-issues,
9651,TypeScript,Gitter-issues,
1296,TypeScript,Gitter-issues,
1095,TypeScript,Gitter-issues,
4,TypeScript,Gitter-issues,
5310,TypeScript,Gitter-issues,
74,TypeScript,Gitter-issues,
3285,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
909,TypeScript,Gitter-issues,
1337,TypeScript,Gitter-issues,
1080,TypeScript,Gitter-issues,
20,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
9652,TypeScript,Gitter-issues,
18802,TypeScript,Gitter-issues,
8176,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
1080,TypeScript,Gitter-issues,
1504,TypeScript,Gitter-issues,
1504,TypeScript,Gitter-issues,
4131,TypeScript,Gitter-issues,
637,TypeScript,Gitter-issues,
19,TypeScript,Gitter-issues,
909,TypeScript,Gitter-issues,
22,TypeScript,Gitter-issues,
23,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
615,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
167,TypeScript,Gitter-issues,
4836,TypeScript,Gitter-issues,
13564,TypeScript,Gitter-issues,
57,TypeScript,Gitter-issues,
100,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
128,TypeScript,Gitter-issues,
10174,TypeScript,Gitter-issues,
411,TypeScript,Gitter-issues,
522,TypeScript,Gitter-issues,
208,TypeScript,Gitter-issues,
12094,TypeScript,Gitter-issues,
3333,TypeScript,Gitter-issues,
12438,TypeScript,Gitter-issues,
3333,TypeScript,Gitter-issues,
1686,TypeScript,Gitter-issues,
6969,TypeScript,Gitter-issues,
15068,TypeScript,Gitter-issues,
2040,TypeScript,Gitter-issues,
770,TypeScript,Gitter-issues,
13026,TypeScript,Gitter-issues,
2865,TypeScript,Gitter-issues,
97,TypeScript,Gitter-issues,
15,TypeScript,Gitter-issues,
0,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
5187,TypeScript,Gitter-issues,
8,TypeScript,Gitter-issues,
12438,TypeScript,Gitter-issues,
3333,TypeScript,Gitter-issues,
20,TypeScript,Gitter-issues,
30,TypeScript,Gitter-issues,
20,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
9597,TypeScript,Gitter-issues,
7805,TypeScript,Gitter-issues,
18802,TypeScript,Gitter-issues,
1104,TypeScript,Gitter-issues,
18802,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
8741,TypeScript,Gitter-issues,
16,TypeScript,Gitter-issues,
3333,TypeScript,Gitter-issues,
9,TypeScript,Gitter-issues,
4,TypeScript,Gitter-issues,
41,TypeScript,Gitter-issues,
13537,TypeScript,Gitter-issues,
76,TypeScript,Gitter-issues,
4619,TypeScript,Gitter-issues,
208,TypeScript,Gitter-issues,
10174,TypeScript,Gitter-issues,
10174,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
4,TypeScript,Gitter-issues,
308,TypeScript,Gitter-issues,
7351,TypeScript,Gitter-issues,
15068,TypeScript,Gitter-issues,
17,TypeScript,Gitter-issues,
875,TypeScript,Gitter-issues,
213,TypeScript,Gitter-issues,
2218,TypeScript,Gitter-issues,
329,TypeScript,Gitter-issues,
171,TypeScript,Gitter-issues,
1722,TypeScript,Gitter-issues,
6395,TypeScript,Gitter-issues,
5,TypeScript,Gitter-issues,
13891,TypeScript,Gitter-issues,
9044,TypeScript,Gitter-issues,
274,TypeScript,Gitter-issues,
8741,TypeScript,Gitter-issues,
130,TypeScript,Gitter-issues,
7,TypeScript,Gitter-issues,
3285,TypeScript,Gitter-issues,
357,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
3,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
712,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
5617,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
4831,TypeScript,Gitter-issues,
0,TypeScript,Gitter-issues,
105,TypeScript,Gitter-issues,
126,TypeScript,Gitter-issues,
13758,TypeScript,Gitter-issues,
18802,TypeScript,Gitter-issues,
0,TypeScript,Gitter-issues,
369,TypeScript,Gitter-issues,
16921,TypeScript,Gitter-issues,
1875,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
315,TypeScript,Gitter-issues,
3838,TypeScript,Gitter-issues,
1125,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
2,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
3285,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
15068,TypeScript,Gitter-issues,
51,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
119,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
648,TypeScript,Gitter-issues,
12106,TypeScript,Gitter-issues,
474,TypeScript,Gitter-issues,
22,TypeScript,Gitter-issues,
25,TypeScript,Gitter-issues,
25,TypeScript,Gitter-issues,
484,TypeScript,Gitter-issues,
12166,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
29,TypeScript,Gitter-issues,
5091,TypeScript,Gitter-issues,
3114,TypeScript,Gitter-issues,
18684,TypeScript,Gitter-issues,
57,TypeScript,Gitter-issues,
5,TypeScript,Gitter-issues,
3044,TypeScript,Gitter-issues,
3044,TypeScript,Gitter-issues,
495,TypeScript,Gitter-issues,
495,TypeScript,Gitter-issues,
177,TypeScript,Gitter-issues,
2443,TypeScript,Gitter-issues,
1936,TypeScript,Gitter-issues,
6030,TypeScript,Gitter-issues,
13465,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
13746,TypeScript,Gitter-issues,
13062,TypeScript,Gitter-issues,
4285,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
6969,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
8742,TypeScript,Gitter-issues,
0,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
2294,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
2,TypeScript,Gitter-issues,
125,TypeScript,Gitter-issues,
1653,TypeScript,Gitter-issues,
10851,TypeScript,Gitter-issues,
1227,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
8,TypeScript,Gitter-issues,
88,TypeScript,Gitter-issues,
25378,TypeScript,Gitter-issues,
6,TypeScript,Gitter-issues,
5740,TypeScript,Gitter-issues,
17691,TypeScript,Gitter-issues,
45674,TypeScript,Gitter-issues,
515,TypeScript,Gitter-issues,
12968,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
12968,TypeScript,Gitter-issues,
27064,TypeScript,Gitter-issues,
428,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
13476,TypeScript,Gitter-issues,
3,TypeScript,Gitter-issues,
6,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
25,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
158,TypeScript,Gitter-issues,
195,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
19477,TypeScript,Gitter-issues,
32,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
1,TypeScript,Gitter-issues,
22069,TypeScript,Gitter-issues,
213,TypeScript,Gitter-issues,
522,TypeScript,Gitter-issues,
12,TypeScript,Gitter-issues,
13062,TypeScript,Gitter-issues,
36592,TypeScript,Gitter-issues,
13062,TypeScript,Gitter-issues,
3048,TypeScript,Gitter-issues,
1324,TypeScript,Gitter-issues,
1315,TypeScript,Gitter-issues,
1490,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
2095,TypeScript,Gitter-issues,
22769,TypeScript,Gitter-issues,
686,TypeScript,Gitter-issues,
22885,TypeScript,Gitter-issues,
114,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
405,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
9,TypeScript,Gitter-issues,
NA,TypeScript,Gitter-issues,
