resolution_time,name,configuration,mention_time
28,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
109,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
72,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
555,zipkin,Random-issues,NA
713,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
502,zipkin,Random-issues,NA
45,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
73,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
240,zipkin,Random-issues,NA
3999,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
93,zipkin,Random-issues,NA
963,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
797,zipkin,Random-issues,NA
3012,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
5693,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
194,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
317,zipkin,Random-issues,NA
1248,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
48,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
311,zipkin,Random-issues,NA
81,zipkin,Random-issues,NA
4904,zipkin,Random-issues,NA
122,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
1709,zipkin,Random-issues,NA
48,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
172,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
106,zipkin,Random-issues,NA
25,zipkin,Random-issues,NA
14028,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
9441,zipkin,Random-issues,NA
121,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
66,zipkin,Random-issues,NA
27,zipkin,Random-issues,NA
88,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
24,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
344,zipkin,Random-issues,NA
6899,zipkin,Random-issues,NA
26,zipkin,Random-issues,NA
431,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
9,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
229,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
16,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
171,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
816,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
88,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
570,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
9,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
5944,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
956,zipkin,Random-issues,NA
412,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
63,zipkin,Random-issues,NA
30,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
38,zipkin,Random-issues,NA
43,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
71,zipkin,Random-issues,NA
2447,zipkin,Random-issues,NA
211,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1208,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
93,zipkin,Random-issues,NA
38,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
323,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2296,zipkin,Random-issues,NA
56,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
51,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
92,zipkin,Random-issues,NA
451,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
517,zipkin,Random-issues,NA
663,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
188,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
4371,zipkin,Random-issues,NA
102,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
315,zipkin,Random-issues,NA
263,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
564,zipkin,Random-issues,NA
633,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
111,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
13600,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
19,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
213,zipkin,Random-issues,NA
174,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
5930,zipkin,Random-issues,NA
487,zipkin,Random-issues,NA
144,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
76,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
79,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
3382,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
541,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
143,zipkin,Random-issues,NA
40,zipkin,Random-issues,NA
12140,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
41,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
106,zipkin,Random-issues,NA
49,zipkin,Random-issues,NA
174,zipkin,Random-issues,NA
99,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
119,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
47,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
134,zipkin,Random-issues,NA
105,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
43,zipkin,Random-issues,NA
57,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
6182,zipkin,Random-issues,NA
61,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1425,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
29,zipkin,Random-issues,NA
16,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
46,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2997,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
9,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
38,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
28,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
2925,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
76,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
82,zipkin,Random-issues,NA
29512,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
61,zipkin,Random-issues,NA
140,zipkin,Random-issues,NA
36,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1004,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
216,zipkin,Random-issues,NA
12624,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
411,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
67,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
19,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
36,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2358,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
8784,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
3917,zipkin,Random-issues,NA
25,zipkin,Random-issues,NA
37,zipkin,Random-issues,NA
4400,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
247,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
12447,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2185,zipkin,Random-issues,NA
1323,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
72,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
30,zipkin,Random-issues,NA
84,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2543,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
39,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2034,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
19,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
90,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
2307,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
43,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
96,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
5856,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
20,zipkin,Random-issues,NA
18,zipkin,Random-issues,NA
51,zipkin,Random-issues,NA
2369,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
68,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
252,zipkin,Random-issues,NA
26,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1034,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
45,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
73,zipkin,Random-issues,NA
9,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1021,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
76,zipkin,Random-issues,NA
1147,zipkin,Random-issues,NA
3552,zipkin,Random-issues,NA
5510,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
59,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
227,zipkin,Random-issues,NA
867,zipkin,Random-issues,NA
60,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
820,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
20,zipkin,Random-issues,NA
37,zipkin,Random-issues,NA
26,zipkin,Random-issues,NA
1182,zipkin,Random-issues,NA
41,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
139,zipkin,Random-issues,NA
25447,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
4922,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2850,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
539,zipkin,Random-issues,NA
16,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
25,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
103,zipkin,Random-issues,NA
3743,zipkin,Random-issues,NA
7824,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
364,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
60,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
70,zipkin,Random-issues,NA
129,zipkin,Random-issues,NA
128,zipkin,Random-issues,NA
119,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
24,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
42,zipkin,Random-issues,NA
5229,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
15607,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
28,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
27,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
15084,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
7989,zipkin,Random-issues,NA
496,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
89,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
776,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
465,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
731,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
147,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
21255,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
37,zipkin,Random-issues,NA
125,zipkin,Random-issues,NA
44,zipkin,Random-issues,NA
28864,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
83,zipkin,Random-issues,NA
1388,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
90,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
187,zipkin,Random-issues,NA
13088,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
956,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
148,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
853,zipkin,Random-issues,NA
142,zipkin,Random-issues,NA
771,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
33,zipkin,Random-issues,NA
20,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
95,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
14902,zipkin,Random-issues,NA
146,zipkin,Random-issues,NA
275,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
17,zipkin,Random-issues,NA
111,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
16,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
9,zipkin,Random-issues,NA
94,zipkin,Random-issues,NA
31,zipkin,Random-issues,NA
41,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
29,zipkin,Random-issues,NA
42,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
80,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
603,zipkin,Random-issues,NA
6720,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
250,zipkin,Random-issues,NA
46,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
64,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1570,zipkin,Random-issues,NA
76,zipkin,Random-issues,NA
11,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
1371,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
27,zipkin,Random-issues,NA
47,zipkin,Random-issues,NA
6103,zipkin,Random-issues,NA
9497,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
2884,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
62,zipkin,Random-issues,NA
19,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
30,zipkin,Random-issues,NA
437,zipkin,Random-issues,NA
39,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
360,zipkin,Random-issues,NA
55,zipkin,Random-issues,NA
168,zipkin,Random-issues,NA
21,zipkin,Random-issues,NA
95,zipkin,Random-issues,NA
271,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
122,zipkin,Random-issues,NA
331,zipkin,Random-issues,NA
12,zipkin,Random-issues,NA
6347,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
117,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
18,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
15,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
16131,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
115,zipkin,Random-issues,NA
22,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
18,zipkin,Random-issues,NA
165,zipkin,Random-issues,NA
150,zipkin,Random-issues,NA
19,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
4472,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
27578,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
359,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
700,zipkin,Random-issues,NA
5270,zipkin,Random-issues,NA
127,zipkin,Random-issues,NA
23,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
165,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
73,zipkin,Random-issues,NA
1895,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2285,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
173,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
10784,zipkin,Random-issues,NA
2109,zipkin,Random-issues,NA
62,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
420,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
72,zipkin,Random-issues,NA
7,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
106,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
18,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
383,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
3,zipkin,Random-issues,NA
10,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
30546,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
1129,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
2,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
182,zipkin,Random-issues,NA
4,zipkin,Random-issues,NA
64,zipkin,Random-issues,NA
140,zipkin,Random-issues,NA
3744,zipkin,Random-issues,NA
8,zipkin,Random-issues,NA
1267,zipkin,Random-issues,NA
38,zipkin,Random-issues,NA
6,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
48,zipkin,Random-issues,NA
14,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
13,zipkin,Random-issues,NA
67,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
5,zipkin,Random-issues,NA
1,zipkin,Random-issues,NA
18,zipkin,Random-issues,NA
0,zipkin,Random-issues,NA
8195,zipkin,Random-issues,NA
741,zipkin,Random-issues,NA
NA,zipkin,Random-issues,NA
15,amber,Gitter-issues,
711,amber,Gitter-issues,
151,amber,Gitter-issues,
6627,amber,Gitter-issues,
875,amber,Gitter-issues,
1,amber,Gitter-issues,
110,amber,Gitter-issues,
107,amber,Gitter-issues,
37,amber,Gitter-issues,
101,amber,Gitter-issues,
101,amber,Gitter-issues,
51,amber,Gitter-issues,
63,amber,Gitter-issues,
115,amber,Gitter-issues,
115,amber,Gitter-issues,
1274,amber,Gitter-issues,
36,amber,Gitter-issues,
76,amber,Gitter-issues,
1274,amber,Gitter-issues,
6627,amber,Gitter-issues,
NA,amber,Gitter-issues,
1296,amber,Gitter-issues,
260,amber,Gitter-issues,
299,amber,Gitter-issues,
299,amber,Gitter-issues,
244,amber,Gitter-issues,
178,amber,Gitter-issues,
206,amber,Gitter-issues,
463,amber,Gitter-issues,
48,amber,Gitter-issues,
301,amber,Gitter-issues,
48,amber,Gitter-issues,
168,amber,Gitter-issues,
74,amber,Gitter-issues,
100,amber,Gitter-issues,
22,amber,Gitter-issues,
22,amber,Gitter-issues,
21,amber,Gitter-issues,
2,amber,Gitter-issues,
97,amber,Gitter-issues,
2147,amber,Gitter-issues,
17,amber,Gitter-issues,
73,amber,Gitter-issues,
3117,amber,Gitter-issues,
8492,amber,Gitter-issues,
463,amber,Gitter-issues,
463,amber,Gitter-issues,
73,amber,Gitter-issues,
3,amber,Gitter-issues,
1,amber,Gitter-issues,
2,amber,Gitter-issues,
1,amber,Gitter-issues,
1,amber,Gitter-issues,
2,amber,Gitter-issues,
5,amber,Gitter-issues,
0,amber,Gitter-issues,
15,amber,Gitter-issues,
0,amber,Gitter-issues,
5,amber,Gitter-issues,
6,amber,Gitter-issues,
24,amber,Gitter-issues,
11,amber,Gitter-issues,
39,amber,Gitter-issues,
53,amber,Gitter-issues,
2,amber,Gitter-issues,
2,amber,Gitter-issues,
2,amber,Gitter-issues,
2,amber,Gitter-issues,
2,amber,Gitter-issues,
2371,amber,Gitter-issues,
3876,amber,Gitter-issues,
11,amber,Gitter-issues,
75,amber,Gitter-issues,
69,amber,Gitter-issues,
8492,amber,Gitter-issues,
39,amber,Gitter-issues,
4,amber,Gitter-issues,
1321,amber,Gitter-issues,
8492,amber,Gitter-issues,
69,amber,Gitter-issues,
8492,amber,Gitter-issues,
32,amber,Gitter-issues,
8492,amber,Gitter-issues,
124,amber,Gitter-issues,
951,amber,Gitter-issues,
63,amber,Gitter-issues,
34,amber,Gitter-issues,
8427,amber,Gitter-issues,
8427,amber,Gitter-issues,
16,amber,Gitter-issues,
164,amber,Gitter-issues,
NA,amber,Gitter-issues,
8427,amber,Gitter-issues,
68,amber,Gitter-issues,
11,amber,Gitter-issues,
11,amber,Gitter-issues,
433,amber,Gitter-issues,
433,amber,Gitter-issues,
433,amber,Gitter-issues,
87,amber,Gitter-issues,
8492,amber,Gitter-issues,
2147,amber,Gitter-issues,
6655,amber,Gitter-issues,
51,amber,Gitter-issues,
6655,amber,Gitter-issues,
349,amber,Gitter-issues,
280,amber,Gitter-issues,
73,amber,Gitter-issues,
8492,amber,Gitter-issues,
41,amber,Gitter-issues,
32,amber,Gitter-issues,
579,amber,Gitter-issues,
289,amber,Gitter-issues,
579,amber,Gitter-issues,
8492,amber,Gitter-issues,
5170,amber,Gitter-issues,
NA,amber,Gitter-issues,
2180,amber,Gitter-issues,
34,amber,Gitter-issues,
8492,amber,Gitter-issues,
5170,amber,Gitter-issues,
189,amber,Gitter-issues,
8492,amber,Gitter-issues,
189,amber,Gitter-issues,
291,amber,Gitter-issues,
290,amber,Gitter-issues,
5979,amber,Gitter-issues,
290,amber,Gitter-issues,
290,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
6412,amber,Gitter-issues,
8492,amber,Gitter-issues,
8492,amber,Gitter-issues,
6771,amber,Gitter-issues,
190,amber,Gitter-issues,
55,amber,Gitter-issues,
69,amber,Gitter-issues,
NA,amber,Gitter-issues,
6961,amber,Gitter-issues,
5,amber,Gitter-issues,
51,amber,Gitter-issues,
5170,amber,Gitter-issues,
55,amber,Gitter-issues,
5170,amber,Gitter-issues,
8492,amber,Gitter-issues,
894,amber,Gitter-issues,
8,amber,Gitter-issues,
8,amber,Gitter-issues,
358,amber,Gitter-issues,
135,amber,Gitter-issues,
22,amber,Gitter-issues,
9682,amber,Gitter-issues,
1535,amber,Gitter-issues,
1510,amber,Gitter-issues,
8492,amber,Gitter-issues,
