issuenumber,resolution_time,room,configuration
1842,158,deeplearning,Random
1858,3168,deeplearning,Random
1861,3153,deeplearning,Random
1908,1,deeplearning,Random
1923,2903,deeplearning,Random
1943,2818,deeplearning,Random
1950,5,deeplearning,Random
1957,9,deeplearning,Random
1978,11847,deeplearning,Random
1988,73,deeplearning,Random
1990,0,deeplearning,Random
1992,402,deeplearning,Random
1996,0,deeplearning,Random
2006,0,deeplearning,Random
2007,0,deeplearning,Random
2009,14835,deeplearning,Random
2023,85,deeplearning,Random
2027,0,deeplearning,Random
2030,7458,deeplearning,Random
2047,14494,deeplearning,Random
2053,4061,deeplearning,Random
2057,2152,deeplearning,Random
2084,32,deeplearning,Random
2103,6966,deeplearning,Random
2138,1,deeplearning,Random
2156,49,deeplearning,Random
2167,0,deeplearning,Random
2176,1,deeplearning,Random
2177,1,deeplearning,Random
2190,7562,deeplearning,Random
2206,13259,deeplearning,Random
2212,37,deeplearning,Random
2242,39,deeplearning,Random
2247,NA,deeplearning,Random
2254,2609,deeplearning,Random
2262,12941,deeplearning,Random
2283,12838,deeplearning,Random
2288,12790,deeplearning,Random
2290,221,deeplearning,Random
2299,0,deeplearning,Random
2308,11,deeplearning,Random
2342,3,deeplearning,Random
2351,12469,deeplearning,Random
2355,2076,deeplearning,Random
2391,221,deeplearning,Random
2405,12606,deeplearning,Random
2412,6529,deeplearning,Random
2440,1102,deeplearning,Random
2444,0,deeplearning,Random
2446,313,deeplearning,Random
2448,1,deeplearning,Random
2449,1,deeplearning,Random
2459,91,deeplearning,Random
2482,0,deeplearning,Random
2531,11885,deeplearning,Random
2540,508,deeplearning,Random
2548,26,deeplearning,Random
2555,NA,deeplearning,Random
2565,5119,deeplearning,Random
2570,424,deeplearning,Random
2578,0,deeplearning,Random
2616,NA,deeplearning,Random
2643,5,deeplearning,Random
2647,NA,deeplearning,Random
2662,NA,deeplearning,Random
2671,11244,deeplearning,Random
2674,133,deeplearning,Random
2689,10999,deeplearning,Random
2719,21,deeplearning,Random
2722,13152,deeplearning,Random
2733,72,deeplearning,Random
2752,5423,deeplearning,Random
2755,31,deeplearning,Random
2757,10,deeplearning,Random
2760,763,deeplearning,Random
2771,NA,deeplearning,Random
2789,23,deeplearning,Random
2809,1,deeplearning,Random
2825,1,deeplearning,Random
2826,25,deeplearning,Random
2832,360,deeplearning,Random
2834,188,deeplearning,Random
2859,16,deeplearning,Random
2878,9348,deeplearning,Random
2886,203,deeplearning,Random
2913,NA,deeplearning,Random
2917,1491,deeplearning,Random
2938,1,deeplearning,Random
2949,1,deeplearning,Random
2981,6490,deeplearning,Random
3011,46,deeplearning,Random
3027,1,deeplearning,Random
3047,9745,deeplearning,Random
3049,4013,deeplearning,Random
3085,3863,deeplearning,Random
3089,9583,deeplearning,Random
3099,9408,deeplearning,Random
3108,6282,deeplearning,Random
3113,0,deeplearning,Random
3116,31,deeplearning,Random
3119,NA,deeplearning,Random
3128,3568,deeplearning,Random
3153,92,deeplearning,Random
3167,9376,deeplearning,Random
3174,9368,deeplearning,Random
3198,273,deeplearning,Random
3200,0,deeplearning,Random
3202,0,deeplearning,Random
3212,NA,deeplearning,Random
3216,9227,deeplearning,Random
3217,9197,deeplearning,Random
3229,168,deeplearning,Random
3233,36,deeplearning,Random
3243,167,deeplearning,Random
3265,384,deeplearning,Random
3274,1,deeplearning,Random
3280,8877,deeplearning,Random
3288,1628,deeplearning,Random
3309,25,deeplearning,Random
3312,1503,deeplearning,Random
3333,45,deeplearning,Random
3343,4918,deeplearning,Random
3346,49,deeplearning,Random
3353,8582,deeplearning,Random
3359,22080,deeplearning,Random
3366,7,deeplearning,Random
3369,8520,deeplearning,Random
3371,61,deeplearning,Random
3387,32,deeplearning,Random
3391,10745,deeplearning,Random
3404,21870,deeplearning,Random
3410,1073,deeplearning,Random
3425,19,deeplearning,Random
3431,8179,deeplearning,Random
3445,8111,deeplearning,Random
3506,25,deeplearning,Random
3520,1191,deeplearning,Random
3528,6996,deeplearning,Random
3582,94,deeplearning,Random
3603,NA,deeplearning,Random
3623,7079,deeplearning,Random
3650,71,deeplearning,Random
3664,6710,deeplearning,Random
3667,NA,deeplearning,Random
3680,1959,deeplearning,Random
3684,164,deeplearning,Random
3691,3499,deeplearning,Random
3694,6754,deeplearning,Random
3695,27,deeplearning,Random
3743,2977,deeplearning,Random
3751,NA,deeplearning,Random
3833,NA,deeplearning,Random
3846,2628,deeplearning,Random
3850,6205,deeplearning,Random
3851,NA,deeplearning,Random
3896,47,deeplearning,Random
3897,46,deeplearning,Random
3903,5960,deeplearning,Random
3904,1,deeplearning,Random
3927,6083,deeplearning,Random
3939,5,deeplearning,Random
3961,446,deeplearning,Random
3967,NA,deeplearning,Random
3993,55,deeplearning,Random
4007,NA,deeplearning,Random
4013,44,deeplearning,Random
4085,NA,deeplearning,Random
4103,54,deeplearning,Random
4123,1760,deeplearning,Random
4144,20,deeplearning,Random
4151,143,deeplearning,Random
4157,0,deeplearning,Random
4160,9,deeplearning,Random
4197,NA,deeplearning,Random
4210,NA,deeplearning,Random
4218,4320,deeplearning,Random
4241,0,deeplearning,Random
4258,NA,deeplearning,Random
4265,24,deeplearning,Random
4271,263,deeplearning,Random
4291,383,deeplearning,Random
4303,13,deeplearning,Random
4306,4,deeplearning,Random
4319,3759,deeplearning,Random
4331,NA,deeplearning,Random
4332,3575,deeplearning,Random
4335,3553,deeplearning,Random
4340,785,deeplearning,Random
4363,NA,deeplearning,Random
4383,3337,deeplearning,Random
4385,3847,deeplearning,Random
4390,3644,deeplearning,Random
4391,148,deeplearning,Random
4395,61,deeplearning,Random
4397,23,deeplearning,Random
4400,NA,deeplearning,Random
4440,3164,deeplearning,Random
4449,871,deeplearning,Random
4451,488,deeplearning,Random
4452,119,deeplearning,Random
4458,1,deeplearning,Random
4467,24,deeplearning,Random
4469,2696,deeplearning,Random
4479,6,deeplearning,Random
4488,7,deeplearning,Random
4502,4841,deeplearning,Random
4507,13,deeplearning,Random
4511,2443,deeplearning,Random
4518,2,deeplearning,Random
4523,2,deeplearning,Random
4555,78,deeplearning,Random
4561,37,deeplearning,Random
4563,184,deeplearning,Random
4580,1877,deeplearning,Random
4583,23,deeplearning,Random
4596,388,deeplearning,Random
4609,7,deeplearning,Random
4627,0,deeplearning,Random
4628,22,deeplearning,Random
4631,113,deeplearning,Random
4634,0,deeplearning,Random
4640,66,deeplearning,Random
4645,2106,deeplearning,Random
4658,4029,deeplearning,Random
4659,27,deeplearning,Random
4668,NA,deeplearning,Random
4692,128,deeplearning,Random
4693,88,deeplearning,Random
4699,0,deeplearning,Random
4707,8,deeplearning,Random
4737,NA,deeplearning,Random
4748,9667,deeplearning,Random
4752,1151,deeplearning,Random
4762,187,deeplearning,Random
4763,224,deeplearning,Random
4769,522,deeplearning,Random
4771,13,deeplearning,Random
4777,1,deeplearning,Random
4784,1064,deeplearning,Random
4789,12,deeplearning,Random
4799,54,deeplearning,Random
4812,0,deeplearning,Random
4819,1182,deeplearning,Random
4821,308,deeplearning,Random
4824,1026,deeplearning,Random
4898,99,deeplearning,Random
4912,NA,deeplearning,Random
4939,0,deeplearning,Random
4940,NA,deeplearning,Random
4943,2,deeplearning,Random
4958,157,deeplearning,Random
4963,35,deeplearning,Random
4995,NA,deeplearning,Random
5002,335,deeplearning,Random
5037,1,deeplearning,Random
5051,259,deeplearning,Random
5056,1964,deeplearning,Random
5057,NA,deeplearning,Random
5059,130,deeplearning,Random
5068,23,deeplearning,Random
5070,25,deeplearning,Random
5089,NA,deeplearning,Random
5092,13,deeplearning,Random
5124,34,deeplearning,Random
5125,8625,deeplearning,Random
5133,93,deeplearning,Random
5148,42,deeplearning,Random
5194,NA,deeplearning,Random
5203,NA,deeplearning,Random
5206,NA,deeplearning,Random
5208,NA,deeplearning,Random
5209,NA,deeplearning,Random
5216,NA,deeplearning,Random
5223,1782,deeplearning,Random
5239,6504,deeplearning,Random
5252,1731,deeplearning,Random
5258,10056,deeplearning,Random
5261,9962,deeplearning,Random
5265,NA,deeplearning,Random
5270,1584,deeplearning,Random
5277,NA,deeplearning,Random
5296,50,deeplearning,Random
5298,7,deeplearning,Random
5309,19,deeplearning,Random
5312,NA,deeplearning,Random
5322,4445,deeplearning,Random
5327,0,deeplearning,Random
5337,81,deeplearning,Random
5338,562,deeplearning,Random
5356,870,deeplearning,Random
5367,61,deeplearning,Random
5379,403,deeplearning,Random
5386,NA,deeplearning,Random
5389,NA,deeplearning,Random
5400,31,deeplearning,Random
5403,28,deeplearning,Random
5422,12,deeplearning,Random
5427,54,deeplearning,Random
5432,1445,deeplearning,Random
5434,46,deeplearning,Random
5437,1438,deeplearning,Random
5447,83,deeplearning,Random
5455,16,deeplearning,Random
5481,3,deeplearning,Random
5495,19,deeplearning,Random
5496,388,deeplearning,Random
5521,140,deeplearning,Random
5525,NA,deeplearning,Random
5529,NA,deeplearning,Random
5590,NA,deeplearning,Random
5594,5139,deeplearning,Random
5615,29,deeplearning,Random
5630,200,deeplearning,Random
5664,8,deeplearning,Random
5684,90,deeplearning,Random
5687,254,deeplearning,Random
5705,4,deeplearning,Random
5710,842,deeplearning,Random
5720,5429,deeplearning,Random
5731,127,deeplearning,Random
5748,NA,deeplearning,Random
5759,2272,deeplearning,Random
5809,390,deeplearning,Random
5838,606,deeplearning,Random
5843,NA,deeplearning,Random
5915,172,deeplearning,Random
5966,13,deeplearning,Random
5978,140,deeplearning,Random
6000,1,deeplearning,Random
6016,NA,deeplearning,Random
6052,0,deeplearning,Random
6058,90,deeplearning,Random
6066,0,deeplearning,Random
6068,3,deeplearning,Random
6086,0,deeplearning,Random
6097,3,deeplearning,Random
6107,1,deeplearning,Random
6142,561,deeplearning,Random
6143,NA,deeplearning,Random
6146,0,deeplearning,Random
6150,873,deeplearning,Random
6162,NA,deeplearning,Random
6165,19,deeplearning,Random
6168,0,deeplearning,Random
6173,47,deeplearning,Random
6185,251,deeplearning,Random
6186,NA,deeplearning,Random
6193,NA,deeplearning,Random
6203,10774,deeplearning,Random
6206,44,deeplearning,Random
6219,10727,deeplearning,Random
6226,46,deeplearning,Random
6227,NA,deeplearning,Random
6256,1,deeplearning,Random
6271,1648,deeplearning,Random
6285,596,deeplearning,Random
6290,260,deeplearning,Random
6299,31,deeplearning,Random
6308,83,deeplearning,Random
6316,96,deeplearning,Random
6317,9910,deeplearning,Random
6332,NA,deeplearning,Random
6357,3323,deeplearning,Random
6371,NA,deeplearning,Random
6382,NA,deeplearning,Random
6417,10197,deeplearning,Random
6431,270,deeplearning,Random
6433,8727,deeplearning,Random
6439,NA,deeplearning,Random
6446,2,deeplearning,Random
6463,NA,deeplearning,Random
6465,2879,deeplearning,Random
6487,1,deeplearning,Random
6491,2,deeplearning,Random
6493,458,deeplearning,Random
6494,147,deeplearning,Random
6500,63,deeplearning,Random
6513,4332,deeplearning,Random
6519,NA,deeplearning,Random
6526,0,deeplearning,Random
6532,2494,deeplearning,Random
6539,69,deeplearning,Random
6544,452,deeplearning,Random
6545,64,deeplearning,Random
6558,2,deeplearning,Random
6582,NA,deeplearning,Random
6627,20,deeplearning,Random
6640,0,deeplearning,Random
6649,38,deeplearning,Random
6655,7253,deeplearning,Random
6663,3985,deeplearning,Random
6666,27,deeplearning,Random
6680,6264,deeplearning,Random
6720,NA,deeplearning,Random
6721,NA,deeplearning,Random
6727,2918,deeplearning,Random
6735,206,deeplearning,Random
6737,NA,deeplearning,Random
6738,1223,deeplearning,Random
6751,NA,deeplearning,Random
6761,0,deeplearning,Random
6763,26,deeplearning,Random
6778,NA,deeplearning,Random
6790,546,deeplearning,Random
6839,176,deeplearning,Random
6843,NA,deeplearning,Random
6845,12,deeplearning,Random
6846,NA,deeplearning,Random
6916,2496,deeplearning,Random
6920,2277,deeplearning,Random
6922,3072,deeplearning,Random
6940,274,deeplearning,Random
6986,NA,deeplearning,Random
6992,3357,deeplearning,Random
7007,75,deeplearning,Random
7013,2023,deeplearning,Random
7019,28,deeplearning,Random
7038,437,deeplearning,Random
7050,21,deeplearning,Random
7086,27,deeplearning,Random
7096,NA,deeplearning,Random
7100,12,deeplearning,Random
7101,323,deeplearning,Random
7103,92,deeplearning,Random
7116,NA,deeplearning,Random
7127,1788,deeplearning,Random
7146,194,deeplearning,Random
7152,68,deeplearning,Random
7155,179,deeplearning,Random
7168,1009,deeplearning,Random
7183,5,deeplearning,Random
7186,4255,deeplearning,Random
7190,59,deeplearning,Random
7201,323,deeplearning,Random
7206,2,deeplearning,Random
7227,0,deeplearning,Random
7239,124,deeplearning,Random
7263,9,deeplearning,Random
7267,4,deeplearning,Random
7270,253,deeplearning,Random
7271,NA,deeplearning,Random
7272,NA,deeplearning,Random
7274,42,deeplearning,Random
7281,553,deeplearning,Random
7322,NA,deeplearning,Random
7341,11,deeplearning,Random
7349,NA,deeplearning,Random
7355,55,deeplearning,Random
7394,95,deeplearning,Random
7405,126,deeplearning,Random
7431,NA,deeplearning,Random
7456,69,deeplearning,Random
7474,2112,deeplearning,Random
7478,7,deeplearning,Random
7483,199,deeplearning,Random
7495,2,deeplearning,Random
7508,44,deeplearning,Random
7522,1184,deeplearning,Random
7532,142,deeplearning,Random
7545,NA,deeplearning,Random
7547,NA,deeplearning,Random
7563,20,deeplearning,Random
7572,5,deeplearning,Random
7625,NA,deeplearning,Random
7639,27,deeplearning,Random
7673,NA,deeplearning,Random
7675,5,deeplearning,Random
7678,663,deeplearning,Random
7686,NA,deeplearning,Random
7692,NA,deeplearning,Random
7695,NA,deeplearning,Random
7725,0,deeplearning,Random
7744,0,deeplearning,Random
7809,NA,deeplearning,Random
7816,NA,deeplearning,Random
7828,NA,deeplearning,Random
7843,496,deeplearning,Random
7847,245,deeplearning,Random
7852,238,deeplearning,Random
7856,226,deeplearning,Random
7861,NA,deeplearning,Random
7866,201,deeplearning,Random
7867,NA,deeplearning,Random
7869,NA,deeplearning,Random
7871,NA,deeplearning,Random
7880,NA,deeplearning,Random
7891,2396,deeplearning,Random
7899,5,deeplearning,Random
7918,12,deeplearning,Random
7936,NA,deeplearning,Random
7944,1593,deeplearning,Random
7957,152,deeplearning,Random
7961,NA,deeplearning,Random
7963,1258,deeplearning,Random
7968,NA,deeplearning,Random
7988,NA,deeplearning,Random
7990,7,deeplearning,Random
7992,387,deeplearning,Random
7993,548,deeplearning,Random
8000,NA,deeplearning,Random
8018,682,deeplearning,Random
8025,NA,deeplearning,Random
8027,1,deeplearning,Random
8035,510,deeplearning,Random
8051,2549,deeplearning,Random
8056,NA,deeplearning,Random
8082,300,deeplearning,Random
8084,NA,deeplearning,Random
8125,NA,deeplearning,Random
8134,1721,deeplearning,Random
8136,NA,deeplearning,Random
8161,187,deeplearning,Random
8163,NA,deeplearning,Random
8167,170,deeplearning,Random
8169,NA,deeplearning,Random
8175,NA,deeplearning,Random
8199,NA,deeplearning,Random
8200,NA,deeplearning,Random
8204,NA,deeplearning,Random
8214,1348,deeplearning,Random
8231,96,deeplearning,Random
8246,NA,deeplearning,Random
8248,880,deeplearning,Random
8256,10,deeplearning,Random
8272,NA,deeplearning,Random
8288,65,deeplearning,Random
8333,15,deeplearning,Random
8345,NA,deeplearning,Random
8346,1,deeplearning,Random
8355,NA,deeplearning,Random
8356,NA,deeplearning,Random
8360,29,deeplearning,Random
8377,NA,deeplearning,Random
12,1222,gulp,Random
181,0,gulp,Random
258,19,gulp,Random
375,13,gulp,Random
476,32,gulp,Random
615,681,gulp,Random
716,16,gulp,Random
855,5,gulp,Random
947,4,gulp,Random
1058,1666,gulp,Random
1192,2,gulp,Random
1305,1872,gulp,Random
1386,0,gulp,Random
1427,2864,gulp,Random
1450,3,gulp,Random
1618,2,gulp,Random
1660,0,gulp,Random
1685,0,gulp,Random
1812,1,gulp,Random
1855,8,gulp,Random
1877,6,gulp,Random
1937,1,gulp,Random
2023,0,gulp,Random
2270,3148,gulp,Random
2276,0,gulp,Random
2352,238,gulp,Random
30,1,JTAppleCalendar,Random
36,163,JTAppleCalendar,Random
40,48,JTAppleCalendar,Random
46,2,JTAppleCalendar,Random
47,6,JTAppleCalendar,Random
67,37,JTAppleCalendar,Random
74,49,JTAppleCalendar,Random
79,2,JTAppleCalendar,Random
86,1,JTAppleCalendar,Random
87,0,JTAppleCalendar,Random
101,6,JTAppleCalendar,Random
116,16,JTAppleCalendar,Random
130,5,JTAppleCalendar,Random
155,105,JTAppleCalendar,Random
156,53,JTAppleCalendar,Random
190,24,JTAppleCalendar,Random
196,33,JTAppleCalendar,Random
211,228,JTAppleCalendar,Random
255,61,JTAppleCalendar,Random
267,77,JTAppleCalendar,Random
293,24,JTAppleCalendar,Random
322,3,JTAppleCalendar,Random
340,39,JTAppleCalendar,Random
361,7,JTAppleCalendar,Random
382,5,JTAppleCalendar,Random
386,2,JTAppleCalendar,Random
425,6,JTAppleCalendar,Random
442,3,JTAppleCalendar,Random
460,72,JTAppleCalendar,Random
507,378,JTAppleCalendar,Random
524,18,JTAppleCalendar,Random
585,141,JTAppleCalendar,Random
589,72,JTAppleCalendar,Random
593,15,JTAppleCalendar,Random
619,16,JTAppleCalendar,Random
670,17,JTAppleCalendar,Random
720,24,JTAppleCalendar,Random
726,27,JTAppleCalendar,Random
730,79,JTAppleCalendar,Random
779,455,JTAppleCalendar,Random
792,173,JTAppleCalendar,Random
808,697,JTAppleCalendar,Random
814,388,JTAppleCalendar,Random
821,0,JTAppleCalendar,Random
824,114,JTAppleCalendar,Random
843,541,JTAppleCalendar,Random
858,1,JTAppleCalendar,Random
886,114,JTAppleCalendar,Random
890,93,JTAppleCalendar,Random
891,8,JTAppleCalendar,Random
915,2,JTAppleCalendar,Random
938,26,JTAppleCalendar,Random
941,12,JTAppleCalendar,Random
942,2612,JTAppleCalendar,Random
943,507,JTAppleCalendar,Random
946,386,JTAppleCalendar,Random
952,865,JTAppleCalendar,Random
966,5,JTAppleCalendar,Random
971,649,JTAppleCalendar,Random
980,166,JTAppleCalendar,Random
1005,19,JTAppleCalendar,Random
1027,560,JTAppleCalendar,Random
1038,38,JTAppleCalendar,Random
1054,NA,JTAppleCalendar,Random
1085,302,JTAppleCalendar,Random
1108,1153,JTAppleCalendar,Random
1123,NA,JTAppleCalendar,Random
1127,1156,JTAppleCalendar,Random
1132,NA,JTAppleCalendar,Random
1145,1,JTAppleCalendar,Random
1161,0,JTAppleCalendar,Random
1193,12056,magento,Random
1940,7028,magento,Random
2366,16633,magento,Random
2667,320,magento,Random
5036,149,magento,Random
7084,9436,magento,Random
7544,668,magento,Random
8399,187,magento,Random
9949,8130,magento,Random
11211,656,magento,Random
18263,6415,magento,Random
20760,344,magento,Random
22974,22,magento,Random
21,13,mailboxer,Random
179,5205,mailboxer,Random
474,NA,mailboxer,Random
549,6073,material,Random
577,23,material,Random
808,3,material,Random
1138,9,material,Random
1768,NA,material,Random
1804,241,material,Random
4136,NA,material,Random
4302,0,material,Random
4325,119,material,Random
4418,8,material,Random
4432,NA,material,Random
4543,4,material,Random
4563,NA,material,Random
4572,3578,material,Random
4663,0,material,Random
4932,15,material,Random
4980,113,material,Random
5002,67,material,Random
5103,3,material,Random
5123,2,material,Random
5160,0,material,Random
5163,NA,material,Random
5201,NA,material,Random
32,129,meteor,Random
132,2,meteor,Random
171,2616,meteor,Random
176,233,meteor,Random
435,78,meteor,Random
597,233,meteor,Random
674,74,meteor,Random
793,89,meteor,Random
892,9283,meteor,Random
1184,7169,meteor,Random
1906,16,meteor,Random
2529,9,meteor,Random
2630,441,meteor,Random
2851,17794,meteor,Random
2937,869,meteor,Random
3061,1408,meteor,Random
3465,2238,meteor,Random
3858,15483,meteor,Random
3913,15473,meteor,Random
3961,195,meteor,Random
3991,10,meteor,Random
4217,125,meteor,Random
4349,93,meteor,Random
4834,10,meteor,Random
4913,17712,meteor,Random
4947,15942,meteor,Random
5185,123,meteor,Random
5388,16434,meteor,Random
5621,430,meteor,Random
5853,9,meteor,Random
6120,11873,meteor,Random
6391,20,meteor,Random
6438,26,meteor,Random
6684,13878,meteor,Random
6750,1025,meteor,Random
6967,9643,meteor,Random
7434,4933,meteor,Random
7524,73,meteor,Random
7747,13192,meteor,Random
8111,870,meteor,Random
9020,0,meteor,Random
9136,77,meteor,Random
9574,NA,meteor,Random
9812,2,meteor,Random
9850,54,meteor,Random
10114,2,meteor,Random
10250,NA,meteor,Random
10558,NA,meteor,Random
621,427,MonoGame,Random
724,190,MonoGame,Random
741,20795,MonoGame,Random
866,83,MonoGame,Random
886,3577,MonoGame,Random
1373,NA,MonoGame,Random
1897,NA,MonoGame,Random
2191,28990,MonoGame,Random
2202,41237,MonoGame,Random
2306,581,MonoGame,Random
2352,39221,MonoGame,Random
2354,40817,MonoGame,Random
2529,NA,MonoGame,Random
2707,37775,MonoGame,Random
2877,NA,MonoGame,Random
3047,12202,MonoGame,Random
3126,573,MonoGame,Random
3463,NA,MonoGame,Random
3549,59,MonoGame,Random
3578,NA,MonoGame,Random
3728,9,MonoGame,Random
3734,48,MonoGame,Random
4126,28558,MonoGame,Random
4187,27513,MonoGame,Random
4415,305,MonoGame,Random
4594,NA,MonoGame,Random
4602,NA,MonoGame,Random
4917,124,MonoGame,Random
5028,NA,MonoGame,Random
5185,508,MonoGame,Random
5190,NA,MonoGame,Random
5277,4290,MonoGame,Random
5374,8,MonoGame,Random
5381,1705,MonoGame,Random
5384,NA,MonoGame,Random
5441,NA,MonoGame,Random
5768,1397,MonoGame,Random
6029,NA,MonoGame,Random
6045,1377,MonoGame,Random
6311,15,MonoGame,Random
6452,7561,MonoGame,Random
6550,NA,MonoGame,Random
22,68,openevent,Random
94,6,openevent,Random
144,37,openevent,Random
214,724,openevent,Random
259,78,openevent,Random
308,80,openevent,Random
311,213,openevent,Random
380,218,openevent,Random
395,7301,openevent,Random
517,4,openevent,Random
535,6074,openevent,Random
754,1,openevent,Random
770,73,openevent,Random
772,1,openevent,Random
830,278,openevent,Random
832,14,openevent,Random
834,509,openevent,Random
863,0,openevent,Random
887,87,openevent,Random
889,3687,openevent,Random
899,4,openevent,Random
901,21,openevent,Random
912,361,openevent,Random
920,22,openevent,Random
993,450,openevent,Random
1090,31,openevent,Random
1126,2329,openevent,Random
1132,152,openevent,Random
1163,14,openevent,Random
1185,34,openevent,Random
1186,0,openevent,Random
1315,570,openevent,Random
1320,1732,openevent,Random
1353,1042,openevent,Random
1362,0,openevent,Random
1416,2,openevent,Random
1420,722,openevent,Random
1478,99,openevent,Random
1482,3,openevent,Random
1483,603,openevent,Random
1538,24,openevent,Random
1543,16,openevent,Random
1581,373,openevent,Random
1676,1188,openevent,Random
1683,76,openevent,Random
1698,0,openevent,Random
1712,8,openevent,Random
1730,9,openevent,Random
1733,2,openevent,Random
1795,6,openevent,Random
1822,46,openevent,Random
1832,80,openevent,Random
1833,175,openevent,Random
1874,109,openevent,Random
1898,6,openevent,Random
1923,5,openevent,Random
1928,14,openevent,Random
1932,NA,openevent,Random
2006,26,openevent,Random
2073,145,openevent,Random
2101,114,openevent,Random
2159,6,openevent,Random
2216,NA,openevent,Random
2241,1,openevent,Random
2363,NA,openevent,Random
2373,13,openevent,Random
35,62,perfect,Random
50,1086,perfect,Random
105,0,perfect,Random
163,1205,perfect,Random
181,NA,perfect,Random
184,20,perfect,Random
252,NA,perfect,Random
254,NA,perfect,Random
256,25,perfect,Random
274,NA,perfect,Random
7,12482,react,Random
22,12155,react,Random
39,10763,react,Random
87,7817,react,Random
91,7643,react,Random
111,386,react,Random
127,8630,react,Random
132,5,react,Random
158,20215,react,Random
175,8861,react,Random
180,NA,react,Random
183,152,react,Random
219,93,react,Random
234,29,react,Random
357,14,react,Random
378,18358,react,Random
391,4613,react,Random
393,6,react,Random
423,6426,react,Random
437,261,react,Random
447,NA,react,Random
473,202,react,Random
515,NA,react,Random
558,17,react,Random
570,6,react,Random
605,0,react,Random
730,14,react,Random
739,16,react,Random
755,NA,react,Random
778,1809,react,Random
802,108,react,Random
809,0,react,Random
823,NA,react,Random
832,NA,react,Random
863,88,react,Random
890,142,react,Random
944,NA,react,Random
953,1,react,Random
974,NA,react,Random
976,NA,react,Random
983,2506,react,Random
1008,115,react,Random
1013,0,react,Random
1067,19,react,Random
1072,50,react,Random
1074,54,react,Random
1112,NA,react,Random
1119,210,react,Random
1120,3,react,Random
1130,NA,react,Random
1154,25,react,Random
1193,3,react,Random
1195,47,react,Random
1214,12784,react,Random
1223,49,react,Random
1233,NA,react,Random
1287,NA,react,Random
1289,174,react,Random
1322,1,react,Random
1330,2,react,Random
1344,NA,react,Random
1391,480,react,Random
1399,558,react,Random
1416,NA,react,Random
1435,NA,react,Random
1441,4,react,Random
1443,NA,react,Random
1467,17,react,Random
1488,29,react,Random
1506,NA,react,Random
1509,NA,react,Random
1511,38,react,Random
1521,NA,react,Random
1537,1100,react,Random
1560,22,react,Random
1619,257,react,Random
1658,NA,react,Random
1689,19,react,Random
1690,NA,react,Random
1717,1,react,Random
1740,NA,react,Random
477,11878,shuup,Random
1322,464,shuup,Random
1516,236,shuup,Random
1825,NA,shuup,Random
250,1,theodinproject,Random
342,3,theodinproject,Random
419,4279,theodinproject,Random
495,12,theodinproject,Random
880,658,theodinproject,Random
40,3,typescript,Random
52,1151,typescript,Random
117,5689,typescript,Random
300,1,typescript,Random
306,10,typescript,Random
393,11422,typescript,Random
434,3,typescript,Random
467,11338,typescript,Random
783,2503,typescript,Random
805,285,typescript,Random
806,1,typescript,Random
1130,12,typescript,Random
1141,454,typescript,Random
1145,300,typescript,Random
1203,2852,typescript,Random
1205,42,typescript,Random
1484,11705,typescript,Random
1505,1205,typescript,Random
1622,9833,typescript,Random
1651,2358,typescript,Random
1723,82,typescript,Random
1809,17066,typescript,Random
1810,4,typescript,Random
1812,237,typescript,Random
1829,46,typescript,Random
1889,0,typescript,Random
1955,16,typescript,Random
2023,819,typescript,Random
2049,NA,typescript,Random
2062,2749,typescript,Random
2096,340,typescript,Random
2100,0,typescript,Random
2247,1084,typescript,Random
2269,783,typescript,Random
2272,NA,typescript,Random
2300,1,typescript,Random
2328,1274,typescript,Random
2424,3,typescript,Random
2594,167,typescript,Random
2602,NA,typescript,Random
2710,NA,typescript,Random
2770,2,typescript,Random
2799,84,typescript,Random
2899,306,typescript,Random
2958,0,typescript,Random
3054,344,typescript,Random
3062,7003,typescript,Random
3152,430,typescript,Random
3220,1251,typescript,Random
3254,5,typescript,Random
3310,6372,typescript,Random
3549,4,typescript,Random
3656,1099,typescript,Random
3734,75,typescript,Random
3750,2,typescript,Random
3869,144,typescript,Random
3930,22,typescript,Random
3940,4440,typescript,Random
3953,1,typescript,Random
4004,NA,typescript,Random
4011,72,typescript,Random
4025,302,typescript,Random
4159,34,typescript,Random
4252,269,typescript,Random
4296,130,typescript,Random
4360,2198,typescript,Random
4429,934,typescript,Random
4441,5,typescript,Random
4449,5,typescript,Random
4526,11527,typescript,Random
4532,1,typescript,Random
4577,4390,typescript,Random
4587,NA,typescript,Random
4612,22,typescript,Random
4613,1,typescript,Random
4639,24196,typescript,Random
4660,8,typescript,Random
4694,220,typescript,Random
4720,150,typescript,Random
4769,20,typescript,Random
4969,0,typescript,Random
5072,102,typescript,Random
5082,0,typescript,Random
5196,0,typescript,Random
5234,45,typescript,Random
5239,184,typescript,Random
5291,33363,typescript,Random
5325,0,typescript,Random
5341,13,typescript,Random
5464,15931,typescript,Random
5611,NA,typescript,Random
5789,154,typescript,Random
5882,0,typescript,Random
5896,893,typescript,Random
5910,1877,typescript,Random
6049,1126,typescript,Random
6199,336,typescript,Random
6224,9,typescript,Random
6248,NA,typescript,Random
6322,121,typescript,Random
6417,4,typescript,Random
6525,11,typescript,Random
6536,0,typescript,Random
6620,10,typescript,Random
6805,NA,typescript,Random
6834,7,typescript,Random
