issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
14381,1227,1,NONE,NA,NO,typescript,Gitter
14400,NA,30,NONE,NA,NO,typescript,Gitter
14409,1205,3,NONE,NA,NO,typescript,Gitter
14529,1315,30,NONE,16928427,YES,typescript,Gitter
14551,NA,5,NONE,NA,NO,typescript,Gitter
14555,8,3,NONE,NA,NO,typescript,Gitter
14570,88,2,NONE,NA,NO,typescript,Gitter
14600,22769,30,NONE,NA,NO,typescript,Gitter
14701,12039,9,NONE,8000722,YES,typescript,Gitter
14729,NA,15,CONTRIBUTOR,2932786,NO,typescript,Gitter
14733,NA,10,NONE,NA,YES,typescript,Gitter
14734,12,15,NONE,NA,NO,typescript,Gitter
14833,NA,30,NONE,NA,NO,typescript,Gitter
14926,6,4,NONE,NA,NO,typescript,Gitter
14936,0,3,NONE,NA,NO,typescript,Gitter
15012,7557,30,NONE,NA,YES,typescript,Gitter
15066,1096,9,NONE,293473,YES,typescript,Gitter
15096,13793,30,NONE,8052792,YES,typescript,Gitter
15104,193,6,MEMBER,NA,YES,typescript,Gitter
15130,195,1,NONE,NA,NO,typescript,Gitter
15160,213,12,CONTRIBUTOR,NA,NO,typescript,Gitter
15220,32,7,NONE,8000722,YES,typescript,Gitter
15228,NA,13,NONE,NA,YES,typescript,Gitter
15230,NA,30,MEMBER,NA,YES,typescript,Gitter
15247,7,10,NONE,NA,NO,typescript,Gitter
15300,NA,23,NONE,NA,NO,typescript,Gitter
15397,NA,3,MEMBER,NA,NO,typescript,Gitter
15479,224,30,NONE,NA,NO,typescript,Gitter
15480,NA,30,NONE,NA,NO,typescript,Gitter
15486,405,24,MEMBER,NA,YES,typescript,Gitter
15756,2555,17,NONE,4226954,YES,typescript,Gitter
15807,429,2,NONE,NA,NO,typescript,Gitter
15840,46,2,CONTRIBUTOR,NA,NO,typescript,Gitter
15872,686,2,NONE,293473,YES,typescript,Gitter
15976,35,6,CONTRIBUTOR,NA,NO,typescript,Gitter
15983,10205,3,NONE,NA,NO,typescript,Gitter
16037,NA,23,NONE,NA,NO,typescript,Gitter
16093,5467,30,MEMBER,2932786,YES,typescript,Gitter
16219,8977,4,NONE,293473,YES,typescript,Gitter
16546,1811,3,NONE,NA,NO,typescript,Gitter
16577,NA,30,NONE,NA,NO,typescript,Gitter
16593,826,30,NONE,NA,NO,typescript,Gitter
16787,1810,2,NONE,NA,NO,typescript,Gitter
16794,1808,3,NONE,NA,NO,typescript,Gitter
16872,7827,9,NONE,2932786,YES,typescript,Gitter
17070,1057,8,NONE,293473,YES,typescript,Gitter
17071,909,7,NONE,NA,NO,typescript,Gitter
17203,2,12,NONE,NA,NO,typescript,Gitter
17224,40,5,NONE,NA,NO,typescript,Gitter
17238,400,25,NONE,4226954,YES,typescript,Gitter
17288,1019,3,NONE,NA,NO,typescript,Gitter
17520,428,5,NONE,NA,NO,typescript,Gitter
17572,NA,12,NONE,NA,NO,typescript,Gitter
17574,NA,28,CONTRIBUTOR,NA,NO,typescript,Gitter
17594,8526,3,NONE,2932786,YES,typescript,Gitter
17600,2970,12,MEMBER,NA,YES,typescript,Gitter
17715,2172,9,CONTRIBUTOR,NA,NO,typescript,Gitter
17736,2636,16,NONE,NA,NO,typescript,Gitter
17867,NA,13,NONE,NA,NO,typescript,Gitter
17897,2,3,NONE,972891,YES,typescript,Gitter
17961,8093,30,CONTRIBUTOR,NA,NO,typescript,Gitter
18238,6515,0,NONE,4226954,YES,typescript,Gitter
18286,NA,8,CONTRIBUTOR,NA,YES,typescript,Gitter
18369,136,14,NONE,NA,NO,typescript,Gitter
18442,NA,30,NONE,NA,NO,typescript,Gitter
18562,5758,6,CONTRIBUTOR,NA,NO,typescript,Gitter
18581,5275,2,NONE,NA,NO,typescript,Gitter
18628,NA,19,CONTRIBUTOR,3902892,YES,typescript,Gitter
18654,270,30,MEMBER,NA,YES,typescript,Gitter
18826,504,2,NONE,NA,NO,typescript,Gitter
18887,6079,8,MEMBER,NA,NO,typescript,Gitter
18963,33,3,CONTRIBUTOR,4226954,YES,typescript,Gitter
18995,342,4,NONE,NA,NO,typescript,Gitter
19014,43,4,CONTRIBUTOR,NA,NO,typescript,Gitter
19335,438,7,NONE,NA,NO,typescript,Gitter
19467,370,4,NONE,NA,NO,typescript,Gitter
19740,391,4,NONE,NA,NO,typescript,Gitter
19816,14642,11,NONE,NA,NO,typescript,Gitter
19837,798,2,MEMBER,2932786,YES,typescript,Gitter
20026,1318,3,CONTRIBUTOR,NA,YES,typescript,Gitter
20033,377,5,MEMBER,NA,NO,typescript,Gitter
20072,366,6,NONE,NA,NO,typescript,Gitter
20075,93,10,MEMBER,NA,NO,typescript,Gitter
20367,30,3,NONE,NA,NO,typescript,Gitter
20423,NA,19,NONE,NA,NO,typescript,Gitter
20503,0,3,NONE,NA,NO,typescript,Gitter
20715,3372,7,NONE,NA,NO,typescript,Gitter
20719,96,3,CONTRIBUTOR,NA,NO,typescript,Gitter
20812,689,10,NONE,NA,NO,typescript,Gitter
20846,NA,4,NONE,NA,YES,typescript,Gitter
20863,NA,28,NONE,NA,NO,typescript,Gitter
20887,8535,19,NONE,NA,NO,typescript,Gitter
21048,NA,17,NONE,293473,YES,typescript,Gitter
21156,24,3,MEMBER,NA,NO,typescript,Gitter
21186,11,3,NONE,NA,NO,typescript,Gitter
21211,356,5,NONE,NA,NO,typescript,Gitter
21316,338,30,MEMBER,NA,YES,typescript,Gitter
21496,95,30,MEMBER,NA,YES,typescript,Gitter
21566,89,19,NONE,NA,NO,typescript,Gitter
21592,NA,30,NONE,NA,YES,typescript,Gitter
21602,630,11,CONTRIBUTOR,NA,NO,typescript,Gitter
21609,NA,4,NONE,NA,YES,typescript,Gitter
21673,487,3,NONE,NA,NO,typescript,Gitter
21699,NA,30,MEMBER,NA,YES,typescript,Gitter
21701,0,2,NONE,NA,NO,typescript,Gitter
21759,NA,10,NONE,NA,NO,typescript,Gitter
21826,NA,13,NONE,293473,YES,typescript,Gitter
21847,1,18,MEMBER,NA,NO,typescript,Gitter
22154,427,2,NONE,NA,NO,typescript,Gitter
22255,23,6,CONTRIBUTOR,NA,NO,typescript,Gitter
22345,3522,13,NONE,NA,NO,typescript,Gitter
22368,1079,19,MEMBER,NA,NO,typescript,Gitter
22605,4229,7,MEMBER,NA,YES,typescript,Gitter
22617,NA,4,CONTRIBUTOR,4226954,NO,typescript,Gitter
22685,4096,1,CONTRIBUTOR,NA,YES,typescript,Gitter
22822,1,2,NONE,NA,NO,typescript,Gitter
23132,NA,14,NONE,NA,NO,typescript,Gitter
23199,352,5,NONE,NA,NO,typescript,Gitter
23532,372,5,CONTRIBUTOR,NA,NO,typescript,Gitter
23665,159,7,NONE,NA,NO,typescript,Gitter
23838,4,9,NONE,NA,NO,typescript,Gitter
23911,NA,8,MEMBER,293473,NO,typescript,Gitter
24018,351,5,NONE,NA,NO,typescript,Gitter
24068,NA,4,NONE,NA,NO,typescript,Gitter
24197,21,4,NONE,NA,NO,typescript,Gitter
24220,146,22,MEMBER,NA,YES,typescript,Gitter
24380,NA,0,NONE,3902892,YES,typescript,Gitter
24435,NA,8,CONTRIBUTOR,49038,YES,typescript,Gitter
24588,432,12,NONE,NA,NO,typescript,Gitter
24626,NA,10,CONTRIBUTOR,NA,YES,typescript,Gitter
24897,334,30,MEMBER,NA,NO,typescript,Gitter
25184,358,2,NONE,NA,NO,typescript,Gitter
25677,347,13,NONE,NA,NO,typescript,Gitter
25705,20,2,NONE,19274678,YES,typescript,Gitter
25755,1208,24,NONE,8052792,YES,typescript,Gitter
25886,2517,30,CONTRIBUTOR,8052792,YES,typescript,Gitter
26058,NA,13,NONE,NA,NO,typescript,Gitter
26063,27,21,MEMBER,NA,YES,typescript,Gitter
26228,2362,6,CONTRIBUTOR,2932786,YES,typescript,Gitter
26242,NA,30,MEMBER,2932786,NO,typescript,Gitter
26255,19,12,NONE,NA,NO,typescript,Gitter
26349,NA,30,MEMBER,2932786,YES,typescript,Gitter
26382,NA,3,CONTRIBUTOR,NA,NO,typescript,Gitter
26797,NA,12,MEMBER,2932786,YES,typescript,Gitter
26806,107,2,NONE,NA,NO,typescript,Gitter
26931,21,7,NONE,NA,NO,typescript,Gitter
27337,33,4,NONE,4226954,YES,typescript,Gitter
27931,NA,0,NONE,NA,NO,typescript,Gitter
28663,1581,8,CONTRIBUTOR,4226954,NO,typescript,Gitter
29011,146,7,MEMBER,NA,NO,typescript,Gitter
29133,5812,11,CONTRIBUTOR,NA,NO,typescript,Gitter
29317,NA,30,MEMBER,2932786,NO,typescript,Gitter
29382,171,5,MEMBER,NA,NO,typescript,Gitter
29435,333,18,MEMBER,4226954,NO,typescript,Gitter
29461,NA,8,NONE,NA,YES,typescript,Gitter
29510,222,30,MEMBER,4226954,NO,typescript,Gitter
29511,5114,30,CONTRIBUTOR,NA,NO,typescript,Gitter
29588,4802,0,MEMBER,NA,NO,typescript,Gitter
29652,3914,3,NONE,NA,NO,typescript,Gitter
29658,3990,4,CONTRIBUTOR,NA,YES,typescript,Gitter
29666,3983,5,CONTRIBUTOR,NA,YES,typescript,Gitter
29743,NA,8,MEMBER,NA,YES,typescript,Gitter
29758,NA,5,NONE,NA,NO,typescript,Gitter
29896,30,1,CONTRIBUTOR,NA,NO,typescript,Gitter
29909,9,4,NONE,NA,NO,typescript,Gitter
30161,NA,16,CONTRIBUTOR,4226954,NO,typescript,Gitter
30188,2792,24,NONE,NA,NO,typescript,Gitter
30194,40,12,NONE,NA,NO,typescript,Gitter
30215,92,30,MEMBER,NA,NO,typescript,Gitter
30239,NA,13,NONE,NA,NO,typescript,Gitter
30453,NA,1,NONE,NA,NO,typescript,Gitter
30663,149,30,NONE,2932786,YES,typescript,Gitter
30689,NA,14,MEMBER,NA,NO,typescript,Gitter
30954,NA,1,NONE,NA,YES,typescript,Gitter
31099,135,0,NONE,4226954,YES,typescript,Gitter
31151,46,6,NONE,NA,NO,typescript,Gitter
226,316,0,MEMBER,7039523,YES,theodinproject,Gitter
372,3032,0,MEMBER,7039523,NO,theodinproject,Gitter
579,41,3,MEMBER,NA,NO,theodinproject,Gitter
580,25,6,CONTRIBUTOR,NA,NO,theodinproject,Gitter
588,10,7,MEMBER,NA,NO,theodinproject,Gitter
658,5316,4,MEMBER,NA,NO,theodinproject,Gitter
719,8,2,MEMBER,NA,NO,theodinproject,Gitter
754,149,1,MEMBER,7963776,NO,theodinproject,Gitter
224,23,5,NONE,NA,NO,vue,Gitter
328,339,12,NONE,NA,NO,vue,Gitter
329,66,4,NONE,NA,NO,vue,Gitter
339,1,4,NONE,NA,NO,vue,Gitter
383,56,4,NONE,NA,NO,vue,Gitter
463,43,2,NONE,NA,NO,vue,Gitter
478,17305,30,NONE,NA,NO,vue,Gitter
503,5275,12,CONTRIBUTOR,NA,NO,vue,Gitter
561,12,0,NONE,NA,NO,vue,Gitter
648,5,10,NONE,NA,NO,vue,Gitter
674,21,4,NONE,NA,NO,vue,Gitter
679,10,13,NONE,NA,NO,vue,Gitter
702,370,20,CONTRIBUTOR,NA,NO,vue,Gitter
788,8,3,NONE,NA,NO,vue,Gitter
814,14,3,NONE,NA,NO,vue,Gitter
863,2,5,NONE,NA,NO,vue,Gitter
918,1764,11,MEMBER,NA,NO,vue,Gitter
1025,9,6,NONE,NA,NO,vue,Gitter
1036,3,21,CONTRIBUTOR,NA,NO,vue,Gitter
1056,24,30,CONTRIBUTOR,NA,NO,vue,Gitter
1112,5,1,NONE,NA,NO,vue,Gitter
1118,59,6,NONE,NA,NO,vue,Gitter
1153,1,4,CONTRIBUTOR,NA,NO,vue,Gitter
1157,4,4,NONE,NA,NO,vue,Gitter
1169,352,7,MEMBER,NA,YES,vue,Gitter
1176,1,2,NONE,NA,NO,vue,Gitter
1197,9,4,NONE,NA,NO,vue,Gitter
1200,48,27,MEMBER,NA,YES,vue,Gitter
1250,0,7,NONE,NA,NO,vue,Gitter
1254,2,3,NONE,NA,NO,vue,Gitter
1297,1,30,CONTRIBUTOR,NA,NO,vue,Gitter
1325,600,2,MEMBER,NA,YES,vue,Gitter
1334,0,2,NONE,NA,NO,vue,Gitter
1437,15,2,CONTRIBUTOR,NA,NO,vue,Gitter
1479,0,1,NONE,NA,NO,vue,Gitter
1499,35,9,NONE,NA,NO,vue,Gitter
1683,3,0,MEMBER,NA,NO,vue,Gitter
1697,16115,8,NONE,NA,NO,vue,Gitter
1726,8668,8,NONE,NA,NO,vue,Gitter
1768,10,11,NONE,NA,NO,vue,Gitter
1780,11,2,NONE,NA,NO,vue,Gitter
1787,19,10,NONE,NA,NO,vue,Gitter
1799,1,3,NONE,NA,NO,vue,Gitter
1833,258,7,NONE,NA,NO,vue,Gitter
1915,0,23,NONE,NA,NO,vue,Gitter
1941,0,3,NONE,NA,NO,vue,Gitter
1946,5,1,NONE,NA,NO,vue,Gitter
1949,9,1,CONTRIBUTOR,NA,NO,vue,Gitter
1964,24,8,CONTRIBUTOR,NA,NO,vue,Gitter
1992,4565,30,NONE,NA,NO,vue,Gitter
1993,2,4,NONE,NA,NO,vue,Gitter
2000,6,30,NONE,NA,NO,vue,Gitter
2046,0,1,NONE,NA,NO,vue,Gitter
2049,2,1,NONE,NA,NO,vue,Gitter
2068,44,2,NONE,NA,NO,vue,Gitter
2104,10,8,NONE,NA,NO,vue,Gitter
2105,1,1,NONE,NA,NO,vue,Gitter
2114,14644,24,NONE,NA,NO,vue,Gitter
2160,1,1,NONE,NA,NO,vue,Gitter
2198,2,7,NONE,NA,NO,vue,Gitter
2217,1,10,NONE,NA,NO,vue,Gitter
2250,8,5,MEMBER,NA,NO,vue,Gitter
2271,8,3,NONE,NA,NO,vue,Gitter
2283,7,4,NONE,NA,NO,vue,Gitter
2308,535,30,MEMBER,NA,NO,vue,Gitter
2364,4,8,NONE,NA,NO,vue,Gitter
2382,23,9,NONE,NA,NO,vue,Gitter
2410,13338,30,NONE,NA,NO,vue,Gitter
2424,18,20,NONE,NA,NO,vue,Gitter
2436,0,6,NONE,NA,NO,vue,Gitter
2494,0,1,CONTRIBUTOR,NA,NO,vue,Gitter
2512,3,1,NONE,NA,NO,vue,Gitter
2550,13,6,NONE,NA,NO,vue,Gitter
2592,3,9,NONE,NA,NO,vue,Gitter
2596,0,1,NONE,NA,NO,vue,Gitter
2637,1,30,CONTRIBUTOR,NA,NO,vue,Gitter
2642,3,5,NONE,NA,NO,vue,Gitter
2661,2,3,NONE,NA,NO,vue,Gitter
2719,2,4,NONE,NA,NO,vue,Gitter
2756,38,30,NONE,NA,NO,vue,Gitter
2765,6,27,NONE,NA,NO,vue,Gitter
2766,11,7,NONE,NA,NO,vue,Gitter
2804,1,10,NONE,NA,NO,vue,Gitter
2857,60,1,MEMBER,NA,NO,vue,Gitter
2873,3045,30,MEMBER,NA,YES,vue,Gitter
2897,1,1,NONE,NA,NO,vue,Gitter
3028,0,13,NONE,NA,NO,vue,Gitter
3090,10715,8,NONE,NA,NO,vue,Gitter
3092,3305,24,MEMBER,NA,YES,vue,Gitter
3104,0,3,NONE,NA,NO,vue,Gitter
3132,3,3,NONE,NA,NO,vue,Gitter
3135,3,5,NONE,NA,NO,vue,Gitter
3142,0,3,NONE,NA,NO,vue,Gitter
3148,0,1,NONE,NA,NO,vue,Gitter
3206,4,1,NONE,NA,NO,vue,Gitter
3216,23,5,NONE,NA,NO,vue,Gitter
3223,7,2,NONE,NA,NO,vue,Gitter
3261,1,1,NONE,NA,NO,vue,Gitter
3291,5,5,NONE,NA,NO,vue,Gitter
3309,6,2,NONE,NA,NO,vue,Gitter
3347,9688,5,NONE,NA,NO,vue,Gitter
3352,12,2,NONE,NA,NO,vue,Gitter
3366,0,1,NONE,NA,NO,vue,Gitter
3370,0,1,NONE,NA,NO,vue,Gitter
3406,18,6,CONTRIBUTOR,NA,NO,vue,Gitter
3407,6,1,NONE,NA,NO,vue,Gitter
3419,1,1,NONE,NA,NO,vue,Gitter
3424,0,1,NONE,NA,NO,vue,Gitter
3444,9,1,NONE,NA,NO,vue,Gitter
3467,0,3,NONE,NA,NO,vue,Gitter
3536,3,1,NONE,NA,NO,vue,Gitter
3569,0,1,NONE,NA,NO,vue,Gitter
3614,467,2,NONE,NA,NO,vue,Gitter
3648,1,7,NONE,NA,NO,vue,Gitter
3666,1180,30,NONE,NA,NO,vue,Gitter
3691,257,5,CONTRIBUTOR,NA,NO,vue,Gitter
3723,5,2,NONE,NA,NO,vue,Gitter
3769,20,8,NONE,NA,NO,vue,Gitter
3770,35,2,NONE,NA,NO,vue,Gitter
3822,2,11,NONE,NA,NO,vue,Gitter
3842,NA,30,NONE,NA,NO,vue,Gitter
3852,147,3,NONE,NA,NO,vue,Gitter
3869,0,4,NONE,NA,NO,vue,Gitter
3879,55,6,NONE,NA,NO,vue,Gitter
3907,12,5,NONE,NA,NO,vue,Gitter
4005,2,1,NONE,NA,NO,vue,Gitter
4044,130,5,NONE,NA,NO,vue,Gitter
4049,81,11,NONE,NA,NO,vue,Gitter
4061,23,1,NONE,NA,NO,vue,Gitter
4082,1,3,NONE,NA,NO,vue,Gitter
4083,169,13,NONE,NA,NO,vue,Gitter
4155,2,6,NONE,NA,NO,vue,Gitter
4210,1,2,NONE,NA,NO,vue,Gitter
4272,1,4,NONE,NA,NO,vue,Gitter
4310,0,1,NONE,NA,NO,vue,Gitter
4393,58,1,NONE,NA,NO,vue,Gitter
4395,0,3,NONE,NA,NO,vue,Gitter
4473,10,5,NONE,NA,NO,vue,Gitter
4485,2,1,NONE,NA,NO,vue,Gitter
4512,66,6,NONE,NA,NO,vue,Gitter
4525,32,1,CONTRIBUTOR,NA,NO,vue,Gitter
4549,1,3,NONE,NA,NO,vue,Gitter
4585,0,1,NONE,NA,NO,vue,Gitter
4600,5,1,NONE,NA,NO,vue,Gitter
4608,11,7,CONTRIBUTOR,NA,NO,vue,Gitter
4664,409,4,NONE,NA,NO,vue,Gitter
4732,0,1,NONE,NA,NO,vue,Gitter
4734,0,9,NONE,NA,NO,vue,Gitter
4779,8,4,NONE,NA,NO,vue,Gitter
4827,13,18,NONE,NA,NO,vue,Gitter
4833,0,3,NONE,NA,NO,vue,Gitter
4846,293,6,NONE,NA,NO,vue,Gitter
4886,8,7,NONE,NA,NO,vue,Gitter
4962,0,11,NONE,NA,NO,vue,Gitter
4984,0,1,NONE,NA,NO,vue,Gitter
4991,NA,12,NONE,NA,NO,vue,Gitter
5004,1,13,NONE,NA,NO,vue,Gitter
5087,1,1,NONE,NA,NO,vue,Gitter
5132,671,4,MEMBER,NA,NO,vue,Gitter
5192,0,3,NONE,NA,NO,vue,Gitter
5234,1,10,NONE,NA,NO,vue,Gitter
5248,472,24,NONE,NA,NO,vue,Gitter
5302,0,1,NONE,NA,NO,vue,Gitter
5511,0,1,NONE,NA,NO,vue,Gitter
5578,1670,12,CONTRIBUTOR,NA,NO,vue,Gitter
5592,92,5,CONTRIBUTOR,NA,NO,vue,Gitter
5702,5,5,NONE,NA,NO,vue,Gitter
5715,0,2,NONE,NA,NO,vue,Gitter
5739,8,3,NONE,NA,NO,vue,Gitter
5832,2,2,NONE,NA,NO,vue,Gitter
5887,1815,30,NONE,NA,NO,vue,Gitter
6013,4,3,NONE,NA,NO,vue,Gitter
6017,4,2,NONE,NA,NO,vue,Gitter
6078,206,8,CONTRIBUTOR,NA,NO,vue,Gitter
6276,27,4,NONE,NA,NO,vue,Gitter
6996,4,5,NONE,NA,NO,vue,Gitter
7088,NA,30,NONE,NA,NO,vue,Gitter
10370,16,1,NONE,NA,NO,vue,Gitter
123,20,5,NONE,NA,NO,webdriver,Gitter
138,435,18,NONE,NA,NO,webdriver,Gitter
152,48,5,NONE,NA,NO,webdriver,Gitter
194,17282,30,NONE,NA,YES,webdriver,Gitter
205,144,15,NONE,NA,NO,webdriver,Gitter
215,59,15,NONE,NA,NO,webdriver,Gitter
224,830,3,CONTRIBUTOR,NA,NO,webdriver,Gitter
228,111,10,NONE,NA,NO,webdriver,Gitter
235,1982,8,CONTRIBUTOR,NA,NO,webdriver,Gitter
240,4,3,NONE,NA,NO,webdriver,Gitter
253,15,10,NONE,NA,NO,webdriver,Gitter
269,216,17,NONE,NA,NO,webdriver,Gitter
273,9,9,NONE,NA,NO,webdriver,Gitter
290,0,4,NONE,NA,NO,webdriver,Gitter
324,4620,27,NONE,NA,NO,webdriver,Gitter
328,421,22,CONTRIBUTOR,NA,NO,webdriver,Gitter
331,2622,6,MEMBER,NA,NO,webdriver,Gitter
354,1510,14,NONE,NA,NO,webdriver,Gitter
356,11788,24,CONTRIBUTOR,NA,YES,webdriver,Gitter
381,9621,9,NONE,NA,YES,webdriver,Gitter
386,18,5,NONE,NA,NO,webdriver,Gitter
390,1669,9,NONE,NA,NO,webdriver,Gitter
391,118,13,NONE,NA,NO,webdriver,Gitter
409,10004,8,CONTRIBUTOR,NA,YES,webdriver,Gitter
419,167,3,CONTRIBUTOR,NA,NO,webdriver,Gitter
428,14,6,NONE,NA,NO,webdriver,Gitter
434,3132,7,NONE,NA,YES,webdriver,Gitter
459,10560,10,NONE,NA,YES,webdriver,Gitter
465,1699,17,NONE,NA,YES,webdriver,Gitter
478,417,4,NONE,NA,NO,webdriver,Gitter
486,8,2,NONE,NA,NO,webdriver,Gitter
491,389,8,NONE,NA,NO,webdriver,Gitter
500,17,8,NONE,NA,NO,webdriver,Gitter
530,9215,8,NONE,NA,YES,webdriver,Gitter
532,4779,25,MEMBER,NA,YES,webdriver,Gitter
548,1226,6,NONE,NA,NO,webdriver,Gitter
551,4,4,CONTRIBUTOR,NA,NO,webdriver,Gitter
564,8554,23,MEMBER,NA,YES,webdriver,Gitter
576,240,4,NONE,NA,NO,webdriver,Gitter
581,28,1,NONE,NA,YES,webdriver,Gitter
582,9,8,NONE,NA,NO,webdriver,Gitter
583,6605,4,MEMBER,NA,YES,webdriver,Gitter
599,4130,12,NONE,NA,NO,webdriver,Gitter
602,202,6,NONE,NA,NO,webdriver,Gitter
628,3,29,NONE,NA,NO,webdriver,Gitter
635,30,8,CONTRIBUTOR,NA,NO,webdriver,Gitter
645,170,0,CONTRIBUTOR,NA,YES,webdriver,Gitter
656,76,0,MEMBER,NA,YES,webdriver,Gitter
684,440,4,MEMBER,NA,YES,webdriver,Gitter
686,19815,4,NONE,NA,YES,webdriver,Gitter
691,288,0,MEMBER,NA,YES,webdriver,Gitter
718,671,10,CONTRIBUTOR,NA,YES,webdriver,Gitter
720,77,10,NONE,NA,NO,webdriver,Gitter
726,249,10,NONE,NA,YES,webdriver,Gitter
735,167,5,CONTRIBUTOR,NA,YES,webdriver,Gitter
748,1770,12,NONE,NA,YES,webdriver,Gitter
780,4699,6,NONE,NA,YES,webdriver,Gitter
784,2666,15,CONTRIBUTOR,NA,YES,webdriver,Gitter
789,661,5,CONTRIBUTOR,NA,NO,webdriver,Gitter
791,3175,2,MEMBER,NA,YES,webdriver,Gitter
808,1092,1,NONE,NA,NO,webdriver,Gitter
810,1891,8,NONE,NA,YES,webdriver,Gitter
819,6894,9,NONE,NA,YES,webdriver,Gitter
820,654,2,NONE,NA,YES,webdriver,Gitter
827,1966,7,NONE,NA,YES,webdriver,Gitter
834,664,2,NONE,NA,NO,webdriver,Gitter
843,80,2,NONE,NA,NO,webdriver,Gitter
852,4,1,NONE,NA,NO,webdriver,Gitter
859,169,3,NONE,NA,NO,webdriver,Gitter
861,76,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
867,4897,7,NONE,NA,NO,webdriver,Gitter
885,2,0,CONTRIBUTOR,NA,NO,webdriver,Gitter
901,1,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
916,1,1,NONE,NA,NO,webdriver,Gitter
934,0,1,NONE,NA,NO,webdriver,Gitter
945,50,6,NONE,NA,NO,webdriver,Gitter
947,0,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
950,980,4,CONTRIBUTOR,NA,NO,webdriver,Gitter
951,122,2,NONE,NA,NO,webdriver,Gitter
955,382,1,MEMBER,NA,NO,webdriver,Gitter
969,604,13,MEMBER,84737,NO,webdriver,Gitter
983,0,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
987,121,5,CONTRIBUTOR,NA,NO,webdriver,Gitter
988,3834,2,CONTRIBUTOR,NA,YES,webdriver,Gitter
993,19842,12,CONTRIBUTOR,NA,NO,webdriver,Gitter
996,25486,2,NONE,NA,NO,webdriver,Gitter
1000,1470,30,CONTRIBUTOR,NA,NO,webdriver,Gitter
1025,5,3,NONE,NA,NO,webdriver,Gitter
1043,3,8,NONE,NA,NO,webdriver,Gitter
1055,71,15,NONE,NA,NO,webdriver,Gitter
1089,2,6,NONE,NA,NO,webdriver,Gitter
1093,0,6,CONTRIBUTOR,NA,NO,webdriver,Gitter
1106,18,9,NONE,NA,NO,webdriver,Gitter
1109,1208,2,NONE,NA,YES,webdriver,Gitter
1121,359,2,NONE,NA,NO,webdriver,Gitter
1126,98,2,NONE,NA,NO,webdriver,Gitter
1135,2,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
1140,5692,30,NONE,NA,YES,webdriver,Gitter
1145,33,13,NONE,NA,NO,webdriver,Gitter
1146,5,12,NONE,NA,NO,webdriver,Gitter
1163,602,14,NONE,NA,YES,webdriver,Gitter
1168,0,3,NONE,NA,NO,webdriver,Gitter
1173,0,4,CONTRIBUTOR,NA,NO,webdriver,Gitter
1180,896,4,CONTRIBUTOR,NA,NO,webdriver,Gitter
1188,364,1,NONE,NA,NO,webdriver,Gitter
1195,263,30,NONE,NA,YES,webdriver,Gitter
1196,185,5,NONE,NA,YES,webdriver,Gitter
1221,357,10,NONE,NA,YES,webdriver,Gitter
1222,801,4,NONE,NA,NO,webdriver,Gitter
1236,20814,9,NONE,NA,NO,webdriver,Gitter
1244,0,1,NONE,NA,NO,webdriver,Gitter
1247,30438,30,CONTRIBUTOR,NA,YES,webdriver,Gitter
1248,2040,30,NONE,NA,YES,webdriver,Gitter
1250,15,1,NONE,NA,NO,webdriver,Gitter
1255,26,9,NONE,NA,NO,webdriver,Gitter
1260,1,1,NONE,NA,NO,webdriver,Gitter
1274,121,3,NONE,NA,NO,webdriver,Gitter
1282,1161,15,CONTRIBUTOR,NA,YES,webdriver,Gitter
1292,1,2,NONE,NA,NO,webdriver,Gitter
1297,39,3,NONE,NA,NO,webdriver,Gitter
1309,68,4,NONE,NA,NO,webdriver,Gitter
1313,0,1,CONTRIBUTOR,NA,NO,webdriver,Gitter
1315,16,12,NONE,NA,NO,webdriver,Gitter
1316,21309,14,NONE,11979740,YES,webdriver,Gitter
1323,24,5,NONE,NA,NO,webdriver,Gitter
1324,13,3,CONTRIBUTOR,NA,NO,webdriver,Gitter
1344,3875,24,NONE,NA,YES,webdriver,Gitter
1365,49,4,CONTRIBUTOR,NA,YES,webdriver,Gitter
1375,146,8,NONE,NA,NO,webdriver,Gitter
1377,218,5,NONE,NA,YES,webdriver,Gitter
1382,692,9,NONE,NA,NO,webdriver,Gitter
1383,186,3,NONE,NA,YES,webdriver,Gitter
1396,3279,6,NONE,NA,YES,webdriver,Gitter
1407,350,4,NONE,NA,YES,webdriver,Gitter
1413,3066,4,NONE,NA,NO,webdriver,Gitter
1414,0,2,CONTRIBUTOR,NA,NO,webdriver,Gitter
1418,0,11,CONTRIBUTOR,NA,NO,webdriver,Gitter
1423,1,3,CONTRIBUTOR,NA,NO,webdriver,Gitter
1426,0,4,NONE,NA,NO,webdriver,Gitter
1435,25251,18,CONTRIBUTOR,NA,YES,webdriver,Gitter
1443,1,8,NONE,NA,NO,webdriver,Gitter
1449,0,1,NONE,NA,NO,webdriver,Gitter
1453,14259,5,NONE,NA,YES,webdriver,Gitter
1467,15193,6,NONE,NA,NO,webdriver,Gitter
