displayName,username,sent,repo,number
From IRC (bridge bot),FromIRC,2018-01-14T21:16:18.163Z,amberframework/amber,531
Elias Perez,eliasjpr,2018-01-14T22:16:46.314Z,amberframework/amber,529
robacarp,robacarp,2018-01-15T17:44:57.133Z,amberframework/amber,522
Elias Perez,eliasjpr,2018-01-15T17:53:48.129Z,amberframework/amber,517
Elias Perez,eliasjpr,2018-01-16T03:03:05.712Z,amberframework/amber,535
Elias Perez,eliasjpr,2018-01-16T03:05:00.614Z,amberframework/amber,535
Elias Perez,eliasjpr,2018-01-16T03:27:38.057Z,amberframework/amber,535
Elias Perez,eliasjpr,2018-01-16T03:27:44.971Z,amberframework/amber,535
Isaac Sloan,elorest,2018-01-16T05:04:57.978Z,amberframework/amber,535
Elias Perez,eliasjpr,2018-01-17T00:41:06.704Z,amberframework/amber,420
From IRC (bridge bot),FromIRC,2018-01-17T01:06:23.216Z,amberframework/amber,171
Nick Franken,fridgerator,2018-01-18T14:19:15.973Z,amberframework/amber,542
Gabriel Engel,gabrielengel,2018-01-19T21:19:40.492Z,amberframework/amber,548
From IRC (bridge bot),FromIRC,2018-01-19T22:31:58.434Z,amberframework/amber,539
Faustino Aguilar,faustinoaq,2018-01-20T04:47:02.633Z,amberframework/amber,476
Faustino Aguilar,faustinoaq,2018-01-20T05:41:48.808Z,amberframework/amber,522
From IRC (bridge bot),FromIRC,2018-01-20T11:53:41.112Z,amberframework/amber,549
From IRC (bridge bot),FromIRC,2018-01-20T19:19:45.199Z,amberframework/amber,553
Faustino Aguilar,faustinoaq,2018-01-21T18:27:51.111Z,amberframework/amber,476
From IRC (bridge bot),FromIRC,2018-01-21T22:02:34.603Z,amberframework/amber,564
Elias Perez,eliasjpr,2018-01-22T19:54:39.488Z,amberframework/amber,476
Kevin Sjöberg,KevinSjoberg,2018-01-22T20:06:33.924Z,amberframework/amber,568
Faustino Aguilar,faustinoaq,2018-01-23T17:48:28.255Z,amberframework/amber,476
From IRC (bridge bot),FromIRC,2018-01-24T22:02:24.048Z,amberframework/amber,578
From IRC (bridge bot),FromIRC,2018-01-27T22:37:19.337Z,amberframework/amber,585
From IRC (bridge bot),FromIRC,2018-01-27T23:13:12.661Z,amberframework/amber,589
From IRC (bridge bot),FromIRC,2018-01-28T10:42:49.004Z,amberframework/amber,590
Josh Juncker,JoshJuncker,2018-01-28T17:40:26.980Z,amberframework/amber,574
Elias Perez,eliasjpr,2018-01-28T18:45:58.686Z,amberframework/amber,574
Elias Perez,eliasjpr,2018-01-30T01:13:12.770Z,amberframework/amber,593
From IRC (bridge bot),FromIRC,2018-01-31T09:16:19.655Z,amberframework/amber,582
Gabriel Engel,gabrielengel,2018-01-31T16:33:51.780Z,amberframework/amber,580
Josh Juncker,JoshJuncker,2018-01-31T17:25:16.607Z,amberframework/amber,574
From IRC (bridge bot),FromIRC,2018-02-01T22:56:47.261Z,amberframework/amber,610
