displayName,username,sent,repo,number
Ghet,ghetolay,2017-01-12T17:02:16.648Z,Microsoft/TypeScript,7657
Dominik Moritz,domoritz,2017-01-12T19:18:19.068Z,Microsoft/TypeScript,11956
Daniel Tabuenca,dtabuenc,2017-01-25T17:50:01.403Z,Microsoft/TypeScript,2361
Paul Selden,pselden,2017-02-03T15:07:47.851Z,Microsoft/TypeScript,2709
Daniel Tabuenca,dtabuenc,2017-02-05T00:19:41.108Z,Microsoft/TypeScript,2361
Jordan Frankfurt,JFrankfurt,2017-02-05T04:24:00.073Z,Microsoft/TypeScript,5453
Jordan Frankfurt,JFrankfurt,2017-02-05T04:26:58.682Z,Microsoft/TypeScript,10727
Honza Břečka,honzabrecka,2017-02-09T15:51:16.942Z,Microsoft/TypeScript,13976
Aliaksei Kuncevič,kuncevic,2017-02-14T03:26:06.392Z,Microsoft/TypeScript,204
con-ssc,con-ssc,2017-02-14T14:39:25.965Z,Microsoft/TypeScript,7544
Daniel Tabuenca,dtabuenc,2017-02-14T20:45:06.387Z,Microsoft/TypeScript,5685
Stephan,stephanjust,2017-02-15T09:10:00.512Z,Microsoft/TypeScript,1706
hinell,hinell,2017-02-15T19:59:44.424Z,Microsoft/TypeScript,14093
Daniel Tabuenca,dtabuenc,2017-02-23T09:51:57.893Z,Microsoft/TypeScript,8878
Daniel Tabuenca,dtabuenc,2017-02-23T18:16:22.334Z,Microsoft/TypeScript,12517
Daniel Tabuenca,dtabuenc,2017-02-28T00:32:23.387Z,Microsoft/TypeScript,12342
Daniel Tabuenca,dtabuenc,2017-03-01T17:27:26.386Z,Microsoft/TypeScript,14381
Paul Koerbitz,paulkoerbitz,2017-03-08T10:42:26.394Z,Microsoft/TypeScript,202
Gorgi Kosev,spion,2017-03-09T02:42:05.737Z,Microsoft/TypeScript,14551
Bnaya Peretz,Bnaya,2017-03-09T09:56:18.557Z,Microsoft/TypeScript,14555
Alexander Abashkin,monolithed,2017-03-12T13:07:12.553Z,Microsoft/TypeScript,14570
Daniel Tabuenca,dtabuenc,2017-03-16T01:46:37.583Z,Microsoft/TypeScript,4130
granak,granak,2017-03-16T13:21:17.763Z,Microsoft/TypeScript,12531
Pat Sissons,patsissons,2017-03-17T20:15:07.949Z,Microsoft/TypeScript,13500
Daniel Tabuenca,dtabuenc,2017-03-22T19:07:53.830Z,Microsoft/TypeScript,5579
Jari Pennanen,Ciantic,2017-03-23T20:13:40.419Z,Microsoft/TypeScript,16
Homa Wong,unional,2017-03-24T16:44:02.875Z,Microsoft/TypeScript,9532
Homa Wong,unional,2017-03-24T16:44:02.875Z,Microsoft/TypeScript,13897
Homa Wong,unional,2017-03-24T16:46:16.408Z,Microsoft/TypeScript,12607
Adrian Hara,adrianhara,2017-03-24T16:47:38.353Z,Microsoft/TypeScript,13897
Gorgi Kosev,spion,2017-03-24T17:48:56.421Z,Microsoft/TypeScript,3469
Fabian Lauer,FabianLauer,2017-03-25T08:37:06.436Z,Microsoft/TypeScript,14141
